date,year,month,season,state,state_abbr,primary_mode,etiology,serotype_or_genotype,ifsac_category,setting,illnesses,hospitalizations,deaths,outbreak_severity,food_vehicle_missing,water_exposure,water_exposure_missing,water_type,water_type_group,animal_type,animal_group,is_food_related,is_water_related,is_animal_related
2013-08-01,2013,8,Summer,Kentucky,KY,Person-to-person,Unknown,Not Applicable,Not Applicable,Unknown,10,-0.18460740711594367,-0.0910808702943546,9.724311722589702,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,0,0,0
2013-08-01,2013,8,Summer,Arizona,AZ,Person-to-person,Shigella sonnei,subgroup D,Not Applicable,Child daycare/preschool,4,-0.18460740711594367,-0.0910808702943546,3.7243117225897016,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,0,0,0
2013-08-01,2013,8,Summer,Arizona,AZ,Food,Salmonella enterica,Heidelberg,Not Applicable,Restaurant: Sit-down dining,5,0.841552440483444,-0.0910808702943546,5.750471570189089,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,1,0,0
2013-08-01,2013,8,Summer,Michigan,MI,Person-to-person,Unknown,Not Applicable,Not Applicable,Long-term care/nursing home/assisted living facility,9,-0.18460740711594367,-0.0910808702943546,8.724311722589702,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,0,0,0
2013-08-01,2013,8,Summer,Michigan,MI,Person-to-person,Unknown,Not Applicable,Not Applicable,Long-term care/nursing home/assisted living facility,28,-0.18460740711594367,-0.0910808702943546,27.7243117225897,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,0,0,0
2013-08-01,2013,8,Summer,Missouri,MO,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Not Applicable,Restaurant: Sit-down dining,3,0.32847251668375016,-0.0910808702943546,3.2373916463893955,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,1,0,0
2013-08-01,2013,8,Summer,Missouri,MO,Person-to-person,Norovirus Genogroup II,GII.4 Sydney,Not Applicable,Restaurant,19,-0.18460740711594367,-0.0910808702943546,18.7243117225897,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,0,0,0
2013-08-01,2013,8,Summer,Oregon,OR,Food,Norovirus Genogroup I,GI.3,Not Applicable,Restaurant: Sit-down dining,13,-0.18460740711594367,-0.0910808702943546,12.724311722589702,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,1,0,0
2013-08-01,2013,8,Summer,Kansas,KS,Food,Unknown,Not Applicable,Not Applicable,Restaurant: Sit-down dining,2,-0.18460740711594367,-0.0910808702943546,1.7243117225897018,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,1,0,0
2013-08-01,2013,8,Summer,Virginia,VA,Food,Salmonella enterica,Newport,Multiple,Restaurant: Sit-down dining,9,-0.18460740711594367,-0.0910808702943546,8.724311722589702,Present,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,1,0,0
2013-08-01,2013,8,Summer,Minnesota,MN,Indeterminate/unknown,Unknown,Not Applicable,Not Applicable,Restaurant,2,-0.18460740711594367,-0.0910808702943546,1.7243117225897018,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,0,0,0
2013-08-01,2013,8,Summer,Tennessee,TN,Food,Norovirus Genogroup II,GII.4 Sydney,Not Applicable,Restaurant: Fast-food (drive up service or pay at counter);Caterer,48,-0.18460740711594367,-0.0910808702943546,47.724311722589704,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,1,0,0
2013-08-01,2013,8,Summer,New York,NY,Food,Clostridium perfringens,Not Applicable,Not Applicable,Religious facility,11,0.07193255478390324,-0.0910808702943546,10.980851684489549,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,1,0,0
2013-08-01,2013,8,Summer,Virginia,VA,Indeterminate/unknown,Norovirus Genogroup II,GII.6,Not Applicable,Private home/residence,6,-0.18460740711594367,-0.0910808702943546,5.724311722589702,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,0,0,0
2013-08-01,2013,8,Summer,Multistate,Unknown,Food,Listeria monocytogenes,Not Applicable,Not Applicable,Unknown,18,3.66349202138176,-0.0910808702943546,21.572411151087405,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,1,0,0
2013-08-01,2013,8,Summer,Florida,FL,Food,Listeria monocytogenes,Not Applicable,Multiple,Other,3,0.5850124785835971,-0.0910808702943546,3.4939316082892424,Present,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,1,0,0
2013-08-01,2013,8,Summer,Virginia,VA,Person-to-person,Norovirus,Not Applicable,Not Applicable,Other,4,-0.18460740711594367,-0.0910808702943546,3.7243117225897016,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,0,0,0
2013-08-01,2013,8,Summer,Virginia,VA,Person-to-person,Norovirus,Not Applicable,Not Applicable,Child daycare/preschool,27,-0.18460740711594367,-0.0910808702943546,26.7243117225897,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,0,0,0
2013-08-01,2013,8,Summer,Ohio,OH,Indeterminate/unknown,Norovirus,Not Applicable,Not Applicable,Restaurant,2,-0.18460740711594367,-0.0910808702943546,1.7243117225897018,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,0,0,0
2013-08-01,2013,8,Summer,Illinois,IL,Food,Unknown,Not Applicable,Not Applicable,Restaurant: Fast-food (drive up service or pay at counter),6,-0.18460740711594367,-0.0910808702943546,5.724311722589702,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,1,0,0
2013-08-01,2013,8,Summer,Florida,FL,Food,Ciguatoxin,Not Applicable,Fish,Private home/residence,6,-0.18460740711594367,-0.0910808702943546,5.724311722589702,Present,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,1,0,0
2013-08-01,2013,8,Summer,Ohio,OH,Indeterminate/unknown,Norovirus unknown,Not Applicable,Not Applicable,Private home/residence,2,-0.18460740711594367,-0.0910808702943546,1.7243117225897018,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,0,0,0
2013-08-01,2013,8,Summer,Hawaii,HI,Food,Unknown,Not Applicable,Grains-beans,Grocery store/bakery/deli/convenience store,7,0.07193255478390324,-0.0910808702943546,6.980851684489549,Present,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,1,0,0
2013-08-01,2013,8,Summer,New York,NY,Food,Scombroid toxin,Not Applicable,Fish,Restaurant: Sit-down dining,2,-0.18460740711594367,-0.0910808702943546,1.7243117225897018,Present,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,1,0,0
2013-08-01,2013,8,Summer,Ohio,OH,Food,Unknown,Not Applicable,Not Applicable,Restaurant: Fast-food (drive up service or pay at counter),4,-0.18460740711594367,-0.0910808702943546,3.7243117225897016,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,1,0,0
2013-08-01,2013,8,Summer,Illinois,IL,Food,Unknown,Not Applicable,Not Applicable,Caterer,8,-0.18460740711594367,-0.0910808702943546,7.724311722589702,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,1,0,0
2013-08-01,2013,8,Summer,Minnesota,MN,Food,Salmonella enterica;Salmonella enterica;Salmonella enterica;Salmonella enterica;Salmonella enterica;Salmonella enterica;Salmonella enterica;Salmonella enterica;Salmonella enterica;Salmonella enterica;Salmonella enterica;Salmonella enterica;Salmonella enterica,"Anatum;Chailey;Infantis;Typhimurium;Typhimurium;Typhimurium;Typhimurium;Typhimurium;Uganda;Uganda;Uganda;I 4,[5],12:i:-;I 4,[5],12:i:-",Multiple,Festival/fair,119,2.6373321737823723,-0.0910808702943546,121.54625130348802,Present,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,1,0,0
2013-08-01,2013,8,Summer,Pennsylvania,PA,Indeterminate/unknown,Cryptosporidium unknown,Not Applicable,Not Applicable,Private home/residence,2,-0.18460740711594367,-0.0910808702943546,1.7243117225897018,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,0,0,0
2013-08-01,2013,8,Summer,Minnesota,MN,Indeterminate/unknown,Unknown,Not Applicable,Not Applicable,Restaurant,9,-0.18460740711594367,-0.0910808702943546,8.724311722589702,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,0,0,0
2013-08-01,2013,8,Summer,Pennsylvania,PA,Water,Cryptosporidium parvum,unknown,Not Applicable,Community/municipality,2,-0.18460740711594367,-0.0910808702943546,1.7243117225897018,Missing,Recreational water -- treated,Present,Splash Pad/Interactive Fountain /Water Playground,Recreational Water,Not Applicable,Missing/NA,0,1,0
2013-08-01,2013,8,Summer,Ohio,OH,Food,Unknown,Not Applicable,Not Applicable,Restaurant: Sit-down dining,2,-0.18460740711594367,-0.0910808702943546,1.7243117225897018,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,1,0,0
2013-08-01,2013,8,Summer,Minnesota,MN,Person-to-person,Norovirus,Not Applicable,Not Applicable,Long-term care/nursing home/assisted living facility,24,-0.18460740711594367,-0.0910808702943546,23.7243117225897,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,0,0,0
2013-08-01,2013,8,Summer,Minnesota,MN,Animal contact,Cryptosporidium parvum,Not Applicable,Not Applicable,Festival/Fair,4,0.07193255478390324,-0.0910808702943546,3.980851684489549,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Cattle,Cattle,0,0,1
2013-08-01,2013,8,Summer,Louisiana,LA,Food,Norovirus Genogroup I,Not Applicable,Multiple,Restaurant: Sit-down dining,6,0.07193255478390324,-0.0910808702943546,5.980851684489549,Present,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,1,0,0
2013-08-01,2013,8,Summer,Ohio,OH,Food,Norovirus,Not Applicable,Multiple,Festival/fair,7,-0.18460740711594367,-0.0910808702943546,6.724311722589702,Present,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,1,0,0
2013-08-01,2013,8,Summer,Texas,TX,Food,Unknown,Not Applicable,Not Applicable,Restaurant: Fast-food (drive up service or pay at counter),2,-0.18460740711594367,-0.0910808702943546,1.7243117225897018,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,1,0,0
2013-08-01,2013,8,Summer,Oregon,OR,Food,Norovirus Genogroup II,GII.2,Not Applicable,Caterer,22,-0.18460740711594367,-0.0910808702943546,21.7243117225897,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,1,0,0
2013-08-01,2013,8,Summer,Oregon,OR,Food,Unknown,Not Applicable,Not Applicable,Long-term care/nursing home/assisted living facility,12,-0.18460740711594367,-0.0910808702943546,11.724311722589702,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,1,0,0
2013-08-01,2013,8,Summer,Oregon,OR,Food,Unknown,Not Applicable,Not Applicable,Other,6,-0.18460740711594367,-0.0910808702943546,5.724311722589702,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,1,0,0
2013-08-01,2013,8,Summer,Tennessee,TN,Person-to-person,Norovirus unknown,Not Applicable,Not Applicable,Hotel/motel,5,-0.18460740711594367,-0.0910808702943546,4.724311722589702,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,0,0,0
2013-08-01,2013,8,Summer,Texas,TX,Food,Unknown,Not Applicable,Multiple,Unknown,4,-0.18460740711594367,-0.0910808702943546,3.7243117225897016,Present,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,1,0,0
2013-08-01,2013,8,Summer,Texas,TX,Person-to-person,Shigella sonnei,Not Applicable,Not Applicable,Private home/residence,2,0.07193255478390324,-0.0910808702943546,1.9808516844895485,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,0,0,0
2013-08-01,2013,8,Summer,Pennsylvania,PA,Indeterminate/unknown,Campylobacter unknown,Not Applicable,Not Applicable,Private home/residence,2,0.32847251668375016,-0.0910808702943546,2.2373916463893955,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,0,0,0
2013-08-01,2013,8,Summer,Ohio,OH,Person-to-person,Norovirus Genogroup II,GII.6,Not Applicable,Child daycare/preschool,8,-0.18460740711594367,-0.0910808702943546,7.724311722589702,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,0,0,0
2013-08-01,2013,8,Summer,New York,NY,Food,Clostridium perfringens,Not Applicable,Multiple,Restaurant: Sit-down dining,11,-0.18460740711594367,-0.0910808702943546,10.724311722589702,Present,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,1,0,0
2013-08-01,2013,8,Summer,Minnesota,MN,Indeterminate/unknown,Unknown,Not Applicable,Not Applicable,Unknown,5,-0.18460740711594367,-0.0910808702943546,4.724311722589702,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,0,0,0
2013-08-01,2013,8,Summer,Minnesota,MN,Person-to-person,Cryptosporidium parvum,IIaA15G2R1,Not Applicable,Child daycare/preschool,9,0.07193255478390324,-0.0910808702943546,8.980851684489549,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,0,0,0
2013-08-01,2013,8,Summer,Kansas,KS,Food,Norovirus Genogroup II,Not Applicable,Not Applicable,School/college/university;Private home/residence,34,-0.18460740711594367,-0.0910808702943546,33.724311722589704,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,1,0,0
2013-08-01,2013,8,Summer,Rhode Island,RI,Person-to-person,Norovirus unknown,Not Applicable,Not Applicable,Private home/residence,6,-0.18460740711594367,-0.0910808702943546,5.724311722589702,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,0,0,0
2013-08-01,2013,8,Summer,Ohio,OH,Indeterminate/unknown,Norovirus,Not Applicable,Not Applicable,Restaurant,3,-0.18460740711594367,-0.0910808702943546,2.7243117225897016,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,0,0,0
2013-08-01,2013,8,Summer,Minnesota,MN,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Not Applicable,Restaurant: Sit-down dining,7,0.32847251668375016,-0.0910808702943546,7.237391646389396,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,1,0,0
2013-08-01,2013,8,Summer,New York,NY,Food,Unknown,Not Applicable,Multiple,Caterer,7,-0.18460740711594367,-0.0910808702943546,6.724311722589702,Present,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,1,0,0
2013-08-01,2013,8,Summer,Minnesota,MN,Water,Norovirus Genogroup II,GII.13,Not Applicable,Beach,10,-0.18460740711594367,-0.0910808702943546,9.724311722589702,Missing,Recreational water -- untreated,Present,Lake/Reservoir,Natural/Other,Not Applicable,Missing/NA,0,1,0
2013-08-01,2013,8,Summer,Ohio,OH,Food,Salmonella enterica,Enteritidis,Not Applicable,Restaurant: Fast-food (drive up service or pay at counter),5,0.32847251668375016,-0.0910808702943546,5.237391646389396,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,1,0,0
2013-08-01,2013,8,Summer,Virginia,VA,Indeterminate/unknown,Salmonella enterica,Typhimurium,Not Applicable,Private home/residence,2,0.07193255478390324,-0.0910808702943546,1.9808516844895485,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,0,0,0
2013-08-01,2013,8,Summer,Kansas,KS,Indeterminate/unknown,Salmonella enterica,Newport,Not Applicable,Festival/Fair,3,0.32847251668375016,-0.0910808702943546,3.2373916463893955,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,0,0,0
2013-08-01,2013,8,Summer,Pennsylvania,PA,Person-to-person,Cryptosporidium unknown,Not Applicable,Not Applicable,Private home/residence,2,0.07193255478390324,-0.0910808702943546,1.9808516844895485,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,0,0,0
2013-08-01,2013,8,Summer,Pennsylvania,PA,Person-to-person,Giardia unknown,Not Applicable,Not Applicable,Private home/residence,2,-0.18460740711594367,-0.0910808702943546,1.7243117225897018,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,0,0,0
2013-08-01,2013,8,Summer,Texas,TX,Indeterminate/unknown,Unknown,Not Applicable,Not Applicable,Camp,14,-0.18460740711594367,-0.0910808702943546,13.724311722589702,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,0,0,0
2013-08-01,2013,8,Summer,Minnesota,MN,Indeterminate/unknown,"Escherichia coli, Shiga toxin-producing",O157:H7,Not Applicable,Other,11,1.0980924023832908,-0.0910808702943546,12.007011532088937,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,0,0,0
2013-08-01,2013,8,Summer,Minnesota,MN,Indeterminate/unknown,Salmonella enterica,Enteritidis,Not Applicable,Long-term care/nursing home/assisted living facility,2,0.07193255478390324,-0.0910808702943546,1.9808516844895485,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,0,0,0
2013-08-01,2013,8,Summer,Pennsylvania,PA,Indeterminate/unknown,Salmonella enterica,Muenchen,Not Applicable,Private home/residence,2,-0.18460740711594367,-0.0910808702943546,1.7243117225897018,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,0,0,0
2013-08-01,2013,8,Summer,Montana,MT,Water,Cryptosporidium unknown,Not Applicable,Not Applicable,Community/municipality,18,-0.18460740711594367,-0.0910808702943546,17.7243117225897,Missing,Recreational water -- treated,Present,Pool - Other Swimming Pool,Recreational Water,Not Applicable,Missing/NA,0,1,0
2013-08-01,2013,8,Summer,Tennessee,TN,Food,Salmonella enterica,Javiana,Beef,Restaurant: Sit-down dining,7,-0.18460740711594367,-0.0910808702943546,6.724311722589702,Present,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,1,0,0
2013-08-01,2013,8,Summer,Tennessee,TN,Food,Campylobacter jejuni;Salmonella enterica,Enteritidis,Chicken,School/college/university,24,0.07193255478390324,-0.0910808702943546,23.980851684489547,Present,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,1,0,0
2013-08-01,2013,8,Summer,Illinois,IL,Food,Salmonella enterica,Enteritidis,Not Applicable,Restaurant: Sit-down dining,7,0.07193255478390324,-0.0910808702943546,6.980851684489549,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,1,0,0
2013-08-01,2013,8,Summer,Arkansas,AR,Person-to-person,Shigella sonnei,Not Applicable,Not Applicable,Private home/residence,4,-0.18460740711594367,-0.0910808702943546,3.7243117225897016,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,0,0,0
2013-08-01,2013,8,Summer,Arkansas,AR,Food,Campylobacter jejuni,Not Applicable,Not Applicable,Restaurant: Fast-food (drive up service or pay at counter),2,0.07193255478390324,-0.0910808702943546,1.9808516844895485,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,1,0,0
2013-08-01,2013,8,Summer,Tennessee,TN,Person-to-person,Shigella sonnei,Not Applicable,Not Applicable,School/college/university,55,0.32847251668375016,-0.0910808702943546,55.2373916463894,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,0,0,0
2013-08-01,2013,8,Summer,Georgia,GA,Food,Unknown,Not Applicable,Multiple,Private home/residence,16,-0.18460740711594367,-0.0910808702943546,15.724311722589702,Present,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,1,0,0
2013-08-01,2013,8,Summer,Pennsylvania,PA,Indeterminate/unknown,Cryptosporidium parvum,unknown,Not Applicable,Private home/residence,2,0.07193255478390324,-0.0910808702943546,1.9808516844895485,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,0,0,0
2013-08-01,2013,8,Summer,Florida,FL,Food,Salmonella enterica,Not Applicable,Multiple,Restaurant: Fast-food (drive up service or pay at counter),2,-0.18460740711594367,-0.0910808702943546,1.7243117225897018,Present,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,1,0,0
2013-08-01,2013,8,Summer,Ohio,OH,Food,Salmonella enterica,Braenderup,Not Applicable,Other;Caterer,5,0.5850124785835971,-0.0910808702943546,5.493931608289242,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,1,0,0
2013-08-01,2013,8,Summer,Pennsylvania,PA,Animal contact,Campylobacter,Not Applicable,Not Applicable,Farm/dairy/agricultural setting,2,-0.18460740711594367,-0.0910808702943546,1.7243117225897018,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Cattle,Cattle,0,0,1
2013-08-01,2013,8,Summer,Oregon,OR,Food,Norovirus Genogroup I,GI.6,Not Applicable,Restaurant: Sit-down dining,19,-0.18460740711594367,-0.0910808702943546,18.7243117225897,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,1,0,0
2013-08-01,2013,8,Summer,Oregon,OR,Indeterminate/unknown,"Escherichia coli, Shiga toxin-producing",O157:H7,Not Applicable,Other,2,-0.18460740711594367,-0.0910808702943546,1.7243117225897018,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,0,0,0
2013-08-01,2013,8,Summer,Oregon,OR,Indeterminate/unknown,Salmonella enterica,Thompson,Not Applicable,Other,2,-0.18460740711594367,-0.0910808702943546,1.7243117225897018,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,0,0,0
2013-08-01,2013,8,Summer,Oregon,OR,Food,Salmonella enterica,Typhimurium,Multiple,Private home/residence,8,0.32847251668375016,-0.0910808702943546,8.237391646389396,Present,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,1,0,0
2013-08-01,2013,8,Summer,Oregon,OR,Person-to-person,Shigella sonnei,Not Applicable,Not Applicable,Private home/residence,8,0.32847251668375016,-0.0910808702943546,8.237391646389396,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,0,0,0
2013-09-01,2013,9,Fall,Massachusetts,MA,Person-to-person,Norovirus,Not Applicable,Not Applicable,School/college/university,11,-0.18460740711594367,-0.0910808702943546,10.724311722589702,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,0,0,0
2013-09-01,2013,9,Fall,Florida,FL,Food,Listeria monocytogenes,Not Applicable,Not Applicable,Grocery store/bakery/deli/convenience store,9,2.1242522499826784,9.666089904410226,20.790342154392903,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,1,0,0
2013-09-01,2013,9,Fall,Virginia,VA,Person-to-person,Norovirus,Not Applicable,Not Applicable,School/college/university,10,-0.18460740711594367,-0.0910808702943546,9.724311722589702,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,0,0,0
2013-09-01,2013,9,Fall,Virginia,VA,Person-to-person,Norovirus,Not Applicable,Not Applicable,School/college/university,7,-0.18460740711594367,-0.0910808702943546,6.724311722589702,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,0,0,0
2013-09-01,2013,9,Fall,Virginia,VA,Person-to-person,Norovirus,Not Applicable,Not Applicable,Other,18,-0.18460740711594367,-0.0910808702943546,17.7243117225897,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,0,0,0
2013-09-01,2013,9,Fall,Virginia,VA,Person-to-person,Norovirus,Not Applicable,Not Applicable,School/college/university,48,-0.18460740711594367,-0.0910808702943546,47.724311722589704,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,0,0,0
2013-09-01,2013,9,Fall,Virginia,VA,Person-to-person,Norovirus,Not Applicable,Not Applicable,Long-term care/nursing home/assisted living facility,16,-0.18460740711594367,-0.0910808702943546,15.724311722589702,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,0,0,0
2013-09-01,2013,9,Fall,Virginia,VA,Person-to-person,Norovirus,Not Applicable,Not Applicable,Restaurant,36,-0.18460740711594367,-0.0910808702943546,35.724311722589704,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,0,0,0
2013-09-01,2013,9,Fall,Pennsylvania,PA,Indeterminate/unknown,Cryptosporidium parvum,unknown,Not Applicable,Private home/residence,6,-0.18460740711594367,-0.0910808702943546,5.724311722589702,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,0,0,0
2013-09-01,2013,9,Fall,New York,NY,Person-to-person,Norovirus,Not Applicable,Not Applicable,Unknown,4,-0.18460740711594367,-0.0910808702943546,3.7243117225897016,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,0,0,0
2013-09-01,2013,9,Fall,New York,NY,Person-to-person,Clostridium,Not Applicable,Not Applicable,Unknown,4,-0.18460740711594367,-0.0910808702943546,3.7243117225897016,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,0,0,0
2013-09-01,2013,9,Fall,New York,NY,Person-to-person,Clostridium,Not Applicable,Not Applicable,Unknown,4,-0.18460740711594367,-0.0910808702943546,3.7243117225897016,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,0,0,0
2013-09-01,2013,9,Fall,New York,NY,Person-to-person,Clostridium,Not Applicable,Not Applicable,Unknown,3,-0.18460740711594367,-0.0910808702943546,2.7243117225897016,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,0,0,0
2013-09-01,2013,9,Fall,New York,NY,Person-to-person,Norovirus,Not Applicable,Not Applicable,Unknown,4,-0.18460740711594367,-0.0910808702943546,3.7243117225897016,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,0,0,0
2013-09-01,2013,9,Fall,Alabama,AL,Water,Legionella pneumophila,serogroup 1,Not Applicable,Long-term care/nursing home/assisted living facility,19,3.406952059481913,12.105382598086372,34.51233465756829,Missing,Undetermined water,Present,Not Applicable,Missing/NA,Not Applicable,Missing/NA,0,1,0
2013-09-01,2013,9,Fall,Multistate,Unknown,Food,Listeria monocytogenes,Not Applicable,Dairy,Private home/residence,9,1.8677122880828316,2.348211823381791,13.215924111464622,Present,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,1,0,0
2013-09-01,2013,9,Fall,Rhode Island,RI,Food,Listeria monocytogenes,Not Applicable,Not Applicable,Restaurant: Other,4,0.32847251668375016,4.787504517057936,9.115977033741686,Missing,Not Applicable,Missing,Not Applicable,Missing/NA,Not Applicable,Missing/NA,1,0,0
