year,month,date,season,state,state_abbr,primary_mode,setting,etiology,etiology_grouped,ifsac_category,food_vehicle,water_exposure,water_type,water_type_group,animal_type,animal_group,illnesses,hospitalizations,deaths,illnesses_std,hospitalizations_std,deaths_std,hosp_per_ill,death_per_ill,food_vehicle_missing,water_exposure_missing,is_food_related,is_water_related,is_animal_related
2012,11,2012-11-01,Fall,Ohio,OH,Food,Caterer,Astrovirus,Other,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,22.0,0.0,0.0,-0.007191816125491243,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Missing,Missing,1,0,0
2012,11,2012-11-01,Fall,Illinois,IL,Food,Grocery store/bakery/deli/convenience store,Clostridium perfringens,Clostridium,Multiple,"goat, stew",Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,20.0,0.0,0.0,-0.008470193419914916,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Present,Missing,1,0,0
2012,11,2012-11-01,Fall,Minnesota,MN,Indeterminate/unknown,Unknown,Norovirus Genogroup II,Norovirus,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,4.0,2.0,2.0,-0.018697211775304298,0.3290133392649936,4.795073725993942,0.5,0.5,Missing,Missing,0,0,0
2012,11,2012-11-01,Fall,New York,NY,Food,Restaurant: Sit-down dining,Bacillus cereus;Staphylococcus aureus,Staphylococcus,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,8.0,0.0,0.0,-0.01614045718645695,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Missing,Missing,1,0,0
2012,11,2012-11-01,Fall,Minnesota,MN,Indeterminate/unknown,Unknown,Norovirus,Norovirus,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,3.0,0.0,0.0,-0.019336400422516133,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Missing,Missing,0,0,0
2012,11,2012-11-01,Fall,Maryland,MD,Food,Restaurant: Sit-down dining,Unknown,Unknown,Multiple,Caesar/House salad,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,3.0,0.0,0.0,-0.019336400422516133,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Present,Missing,1,0,0
2012,11,2012-11-01,Fall,Utah,UT,Indeterminate/unknown,Unknown,Unknown,Unknown,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,17.0,1.0,0.0,-0.010387759361550425,0.07220121886936216,-0.09101070221646372,0.058823529411764705,0.0,Missing,Missing,0,0,0
2012,11,2012-11-01,Fall,Michigan,MI,Person-to-person,Unknown,Norovirus Genogroup I,Norovirus,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,173.0,0.0,0.0,0.08932566960349604,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Missing,Missing,0,0,0
2012,11,2012-11-01,Fall,Ohio,OH,Indeterminate/unknown,Unknown,Norovirus Genogroup II,Norovirus,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,72.0,0.0,0.0,0.024767616235100574,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Missing,Missing,0,0,0
2012,11,2012-11-01,Fall,Iowa,IA,Person-to-person,School/college/university,Norovirus Genogroup I,Norovirus,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,104.0,0.0,0.0,0.045221652945879334,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Missing,Missing,0,0,0
2012,11,2012-11-01,Fall,Connecticut,CT,Food,Restaurant: Sit-down dining,Norovirus Genogroup II,Norovirus,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,3.0,0.0,0.0,-0.019336400422516133,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Missing,Missing,1,0,0
2012,11,2012-11-01,Fall,Tennessee,TN,Person-to-person,Long-term care/nursing home/assisted living facility,Norovirus Genogroup II,Norovirus,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,10.0,1.0,0.0,-0.014862079892033279,0.07220121886936216,-0.09101070221646372,0.1,0.0,Missing,Missing,0,0,0
2012,11,2012-11-01,Fall,Rhode Island,RI,Food,Restaurant: Sit-down dining,Unknown,Unknown,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,2.0,0.0,0.0,-0.01997558906972797,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Missing,Missing,1,0,0
2012,11,2012-11-01,Fall,Georgia,GA,Food,Restaurant: Sit-down dining,Norovirus Genogroup II,Norovirus,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,3.0,0.0,0.0,-0.019336400422516133,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Missing,Missing,1,0,0
2012,11,2012-11-01,Fall,Pennsylvania,PA,Indeterminate/unknown,Unknown,Shigella sonnei,Other,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,2.0,2.0,0.0,-0.01997558906972797,0.3290133392649936,-0.09101070221646372,1.0,0.0,Missing,Missing,0,0,0
2012,11,2012-11-01,Fall,Ohio,OH,Food,Restaurant: Sit-down dining,Norovirus,Norovirus,Multiple,salad dressings,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,2.0,0.0,0.0,-0.01997558906972797,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Present,Missing,1,0,0
2012,11,2012-11-01,Fall,Minnesota,MN,Person-to-person,Child daycare/preschool,Shigella sonnei,Other,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,2.0,0.0,0.0,-0.01997558906972797,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Missing,Missing,0,0,0
2012,11,2012-11-01,Fall,Minnesota,MN,Person-to-person,Child daycare/preschool,Shigella sonnei,Other,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,5.0,0.0,0.0,-0.01805802312809246,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Missing,Missing,0,0,0
2012,11,2012-11-01,Fall,Pennsylvania,PA,Indeterminate/unknown,Unknown,Norovirus unknown,Norovirus,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,13.0,0.0,0.0,-0.01294451395039777,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Missing,Missing,0,0,0
2012,11,2012-11-01,Fall,Michigan,MI,Person-to-person,Unknown,Unknown,Unknown,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,94.0,0.0,0.0,0.03882976647376098,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Missing,Missing,0,0,0
2012,11,2012-11-01,Fall,Michigan,MI,Person-to-person,Unknown,Unknown,Unknown,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,104.0,0.0,0.0,0.045221652945879334,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Missing,Missing,0,0,0
2012,11,2012-11-01,Fall,Michigan,MI,Person-to-person,Unknown,Unknown,Unknown,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,100.0,0.0,0.0,0.04266489835703199,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Missing,Missing,0,0,0
2012,11,2012-11-01,Fall,Michigan,MI,Person-to-person,Unknown,Unknown,Unknown,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,15.0,0.0,0.0,-0.011666136655974097,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Missing,Missing,0,0,0
2012,11,2012-11-01,Fall,Michigan,MI,Person-to-person,Unknown,Unknown,Unknown,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,14.0,0.0,0.0,-0.012305325303185934,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Missing,Missing,0,0,0
2012,11,2012-11-01,Fall,Michigan,MI,Person-to-person,Unknown,Unknown,Unknown,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,106.0,0.0,0.0,0.046500030240303004,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Missing,Missing,0,0,0
2012,11,2012-11-01,Fall,Michigan,MI,Person-to-person,Unknown,Norovirus Genogroup II,Norovirus,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,16.0,0.0,0.0,-0.01102694800876226,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Missing,Missing,0,0,0
2012,11,2012-11-01,Fall,Michigan,MI,Person-to-person,Unknown,Unknown,Unknown,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,23.0,0.0,0.0,-0.006552627478279407,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Missing,Missing,0,0,0
2012,11,2012-11-01,Fall,Michigan,MI,Person-to-person,Unknown,Unknown,Unknown,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,60.0,0.0,0.0,0.01709735246855854,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Missing,Missing,0,0,0
2012,11,2012-11-01,Fall,Michigan,MI,Person-to-person,Unknown,Unknown,Unknown,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,14.0,0.0,0.0,-0.012305325303185934,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Missing,Missing,0,0,0
2012,11,2012-11-01,Fall,Michigan,MI,Person-to-person,Unknown,Unknown,Unknown,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,6.0,0.0,0.0,-0.017418834480880625,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Missing,Missing,0,0,0
2012,11,2012-11-01,Fall,Michigan,MI,Food,Banquet Facility (food prepared and served on-site),Unknown,Unknown,Multiple,"Balsamic Asparagus and Roasted Red Pepper;steak, filet mignon;potato, unspecified;cake, unspecified",Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,23.0,0.0,0.0,-0.006552627478279407,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Present,Missing,1,0,0
2012,11,2012-11-01,Fall,Michigan,MI,Person-to-person,Unknown,Unknown,Unknown,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,21.0,0.0,0.0,-0.00783100477270308,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Missing,Missing,0,0,0
2012,11,2012-11-01,Fall,Michigan,MI,Person-to-person,Unknown,Norovirus Genogroup II,Norovirus,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,27.0,0.0,0.0,-0.003995872889432061,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Missing,Missing,0,0,0
2012,11,2012-11-01,Fall,Michigan,MI,Person-to-person,Unknown,Unknown,Unknown,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,59.0,0.0,0.0,0.0164581638213467,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Missing,Missing,0,0,0
2012,11,2012-11-01,Fall,North Carolina,NC,Person-to-person,Unknown,Unknown,Unknown,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,37.0,0.0,0.0,0.002396013582686302,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Missing,Missing,0,0,0
2012,11,2012-11-01,Fall,Ohio,OH,Indeterminate/unknown,Unknown,Norovirus unknown,Norovirus,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,8.0,0.0,0.0,-0.01614045718645695,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Missing,Missing,0,0,0
2012,11,2012-11-01,Fall,Ohio,OH,Indeterminate/unknown,Unknown,Norovirus,Norovirus,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,4.0,0.0,0.0,-0.018697211775304298,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Missing,Missing,0,0,0
2012,11,2012-11-01,Fall,Ohio,OH,Person-to-person,Long-term care/nursing home/assisted living facility,Norovirus Genogroup II,Norovirus,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,111.0,1.0,0.0,0.04969597347636219,0.07220121886936216,-0.09101070221646372,0.009009009009009009,0.0,Missing,Missing,0,0,0
2012,11,2012-11-01,Fall,Ohio,OH,Person-to-person,Private home/residence,Shigella sonnei,Other,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,2.0,0.0,0.0,-0.01997558906972797,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Missing,Missing,0,0,0
2012,11,2012-11-01,Fall,Connecticut,CT,Food,School/college/university,Norovirus Genogroup II,Norovirus,Not Applicable,multiple foods,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,66.0,0.0,0.0,0.020932484351829556,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Present,Missing,1,0,0
2012,11,2012-11-01,Fall,Pennsylvania,PA,Person-to-person,Long-term care/nursing home/assisted living facility,Unknown,Unknown,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,21.0,0.0,1.0,-0.00783100477270308,-0.18461090152626927,2.352031511888739,0.0,0.047619047619047616,Missing,Missing,0,0,0
2012,11,2012-11-01,Fall,Pennsylvania,PA,Person-to-person,Long-term care/nursing home/assisted living facility,Unknown,Unknown,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,71.0,0.0,0.0,0.02412842758788874,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Missing,Missing,0,0,0
2012,11,2012-11-01,Fall,Pennsylvania,PA,Food,Restaurant: Sit-down dining,Unknown,Unknown,Multiple,"salad, unspecified",Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,12.0,0.0,0.0,-0.013583702597609605,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Present,Missing,1,0,0
2012,11,2012-11-01,Fall,Florida,FL,Food,Restaurant: Sit-down dining,Norovirus Genogroup I;Norovirus Genogroup II,Norovirus,Vegetable Row Crops,"iceberg lettuce, unspecified",Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,21.0,0.0,0.0,-0.00783100477270308,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Present,Missing,1,0,0
2012,11,2012-11-01,Fall,Ohio,OH,Person-to-person,Child daycare/preschool,Norovirus Genogroup II;Norovirus Genogroup II,Norovirus,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,2.0,0.0,0.0,-0.01997558906972797,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Missing,Missing,0,0,0
2012,11,2012-11-01,Fall,Indiana,IN,Person-to-person,Long-term care/nursing home/assisted living facility,Norovirus Genogroup II,Norovirus,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,20.0,0.0,0.0,-0.008470193419914916,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Missing,Missing,0,0,0
2012,11,2012-11-01,Fall,South Carolina,SC,Person-to-person,School/college/university,Norovirus Genogroup II,Norovirus,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,18.0,0.0,0.0,-0.009748570714338588,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Missing,Missing,0,0,0
2012,11,2012-11-01,Fall,Colorado,CO,Food,Restaurant: Sit-down dining,Norovirus,Norovirus,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,20.0,0.0,0.0,-0.008470193419914916,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Missing,Missing,1,0,0
2012,11,2012-11-01,Fall,California,CA,Food,Restaurant: Sit-down dining,Unknown,Unknown,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,4.0,0.0,0.0,-0.018697211775304298,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Missing,Missing,1,0,0
2012,11,2012-11-01,Fall,Washington,WA,Food,Restaurant: Sit-down dining,Norovirus,Norovirus,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,5.0,0.0,0.0,-0.01805802312809246,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Missing,Missing,1,0,0
2012,11,2012-11-01,Fall,Tennessee,TN,Person-to-person,Hospital,Norovirus Genogroup II,Norovirus,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,39.0,0.0,0.0,0.003674390877109975,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Missing,Missing,0,0,0
2012,11,2012-11-01,Fall,New Hampshire,NH,Food,Restaurant: Sit-down dining,Unknown,Unknown,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,7.0,0.0,0.0,-0.01677964583366879,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Missing,Missing,1,0,0
2012,11,2012-11-01,Fall,Ohio,OH,Person-to-person,Private home/residence,Norovirus Genogroup II,Norovirus,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,4.0,0.0,0.0,-0.018697211775304298,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Missing,Missing,0,0,0
2012,11,2012-11-01,Fall,South Carolina,SC,Person-to-person,Other,Norovirus Genogroup I,Norovirus,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,544.0,0.0,0.0,0.32646465771908734,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Missing,Missing,0,0,0
2012,11,2012-11-01,Fall,Minnesota,MN,Person-to-person,Long-term care/nursing home/assisted living facility,Norovirus,Norovirus,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,12.0,0.0,0.0,-0.013583702597609605,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Missing,Missing,0,0,0
2012,11,2012-11-01,Fall,Minnesota,MN,Person-to-person,Long-term care/nursing home/assisted living facility,Norovirus,Norovirus,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,10.0,0.0,0.0,-0.014862079892033279,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Missing,Missing,0,0,0
2012,11,2012-11-01,Fall,Minnesota,MN,Person-to-person,Long-term care/nursing home/assisted living facility,Norovirus,Norovirus,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,6.0,0.0,0.0,-0.017418834480880625,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Missing,Missing,0,0,0
2012,11,2012-11-01,Fall,Oregon,OR,Person-to-person,Long-term care/nursing home/assisted living facility,Norovirus Genogroup I,Norovirus,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,55.0,0.0,0.0,0.013901409232499357,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Missing,Missing,0,0,0
2012,11,2012-11-01,Fall,Minnesota,MN,Person-to-person,Long-term care/nursing home/assisted living facility,Norovirus,Norovirus,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,33.0,0.0,0.0,-0.000160741006161043,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Missing,Missing,0,0,0
2012,11,2012-11-01,Fall,Minnesota,MN,Person-to-person,Long-term care/nursing home/assisted living facility,Norovirus,Norovirus,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,12.0,0.0,0.0,-0.013583702597609605,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Missing,Missing,0,0,0
2012,11,2012-11-01,Fall,Minnesota,MN,Person-to-person,School/college/university,Norovirus,Norovirus,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,44.0,0.0,0.0,0.006870334113169157,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Missing,Missing,0,0,0
2012,11,2012-11-01,Fall,Oregon,OR,Person-to-person,Long-term care/nursing home/assisted living facility,Norovirus,Norovirus,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,10.0,0.0,0.0,-0.014862079892033279,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Missing,Missing,0,0,0
2012,11,2012-11-01,Fall,Oregon,OR,Person-to-person,Long-term care/nursing home/assisted living facility,Norovirus Genogroup II,Norovirus,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,20.0,0.0,0.0,-0.008470193419914916,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Missing,Missing,0,0,0
2012,11,2012-11-01,Fall,Oregon,OR,Indeterminate/unknown,School/college/university,Norovirus Genogroup I,Norovirus,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,29.0,0.0,0.0,-0.0027174955950083884,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Missing,Missing,0,0,0
2012,11,2012-11-01,Fall,Oregon,OR,Person-to-person,Long-term care/nursing home/assisted living facility,Norovirus Genogroup II,Norovirus,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,25.0,0.0,0.0,-0.005274250183855734,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Missing,Missing,0,0,0
2012,11,2012-11-01,Fall,Minnesota,MN,Person-to-person,Long-term care/nursing home/assisted living facility,Norovirus,Norovirus,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,7.0,0.0,0.0,-0.01677964583366879,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Missing,Missing,0,0,0
2012,11,2012-11-01,Fall,Minnesota,MN,Person-to-person,School/college/university,Norovirus,Norovirus,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,9.0,0.0,0.0,-0.015501268539245116,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Missing,Missing,0,0,0
2012,11,2012-11-01,Fall,Pennsylvania,PA,Person-to-person,Long-term care/nursing home/assisted living facility,Norovirus unknown,Norovirus,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,34.0,0.0,0.0,0.00047844764105079335,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Missing,Missing,0,0,0
2012,11,2012-11-01,Fall,Minnesota,MN,Person-to-person,School/college/university,Norovirus,Norovirus,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,89.0,0.0,0.0,0.03563382323770179,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Missing,Missing,0,0,0
2012,11,2012-11-01,Fall,Oregon,OR,Person-to-person,Child daycare/preschool,Norovirus Genogroup II,Norovirus,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,45.0,0.0,0.0,0.007509522760380993,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Missing,Missing,0,0,0
2012,11,2012-11-01,Fall,Minnesota,MN,Person-to-person,Long-term care/nursing home/assisted living facility,Norovirus,Norovirus,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,78.0,0.0,3.0,0.02860274811837159,-0.18461090152626927,7.238115940099145,0.0,0.038461538461538464,Missing,Missing,0,0,0
2012,11,2012-11-01,Fall,Oregon,OR,Person-to-person,Hospital,Unknown,Unknown,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,16.0,0.0,0.0,-0.01102694800876226,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Missing,Missing,0,0,0
2012,11,2012-11-01,Fall,Oregon,OR,Person-to-person,School/college/university,Norovirus,Norovirus,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,38.0,0.0,0.0,0.0030352022298981386,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Missing,Missing,0,0,0
2012,11,2012-11-01,Fall,Oregon,OR,Person-to-person,Child daycare/preschool,Norovirus Genogroup II;Norovirus Genogroup II,Norovirus,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,46.0,0.0,0.0,0.008148711407592829,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Missing,Missing,0,0,0
2012,11,2012-11-01,Fall,Oregon,OR,Person-to-person,Long-term care/nursing home/assisted living facility,Norovirus Genogroup II,Norovirus,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,38.0,0.0,0.0,0.0030352022298981386,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Missing,Missing,0,0,0
2012,11,2012-11-01,Fall,Oregon,OR,Food,Restaurant: Sit-down dining,Norovirus,Norovirus,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,8.0,0.0,0.0,-0.01614045718645695,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Missing,Missing,1,0,0
2012,11,2012-11-01,Fall,Ohio,OH,Person-to-person,Long-term care/nursing home/assisted living facility,Norovirus unknown,Norovirus,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,46.0,3.0,0.0,0.008148711407592829,0.585825459660625,-0.09101070221646372,0.06521739130434782,0.0,Missing,Missing,0,0,0
2012,11,2012-11-01,Fall,Minnesota,MN,Food,Private home/residence,Salmonella enterica,Salmonella,Turkey,"turkey, smoked",Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,2.0,0.0,0.0,-0.01997558906972797,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Present,Missing,1,0,0
2012,11,2012-11-01,Fall,Minnesota,MN,Animal contact,Farm/dairy/agricultural setting;Private home/residence,Cryptosporidium,Other,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other,Cattle,Cattle,3.0,0.0,0.0,-0.019336400422516133,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Missing,Missing,0,0,1
2012,11,2012-11-01,Fall,Washington,WA,Food,Restaurant: Sit-down dining,Norovirus,Norovirus,Multiple,Salads,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,4.0,0.0,0.0,-0.018697211775304298,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Present,Missing,1,0,0
2012,11,2012-11-01,Fall,Florida,FL,Food,Restaurant: Sit-down dining,Norovirus unknown,Norovirus,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,13.0,0.0,0.0,-0.01294451395039777,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Missing,Missing,1,0,0
2012,11,2012-11-01,Fall,Ohio,OH,Person-to-person,Child daycare/preschool,Norovirus unknown,Norovirus,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,10.0,0.0,0.0,-0.014862079892033279,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Missing,Missing,0,0,0
2012,11,2012-11-01,Fall,Mississippi,MS,Person-to-person,Long-term care/nursing home/assisted living facility,Norovirus Genogroup II,Norovirus,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other,Not Applicable,Other/Unknown,23.0,0.0,0.0,-0.006552627478279407,-0.18461090152626927,-0.09101070221646372,0.0,0.0,Missing,Missing,0,0,0
