"Date","Year","Month","season","State","state_abbr","Primary Mode","Etiology","Illnesses","Hospitalizations","Deaths","outbreak_severity","Water Exposure","Water Type","Animal Type","is_food_related","is_water_related","is_animal_related"
"2000-10",2000,10,"Fall","Maryland","MD","Food",NA,10,0,0,10,NA,NA,NA,1,0,0
"2000-10",2000,10,"Fall","Michigan","MI","Food",NA,3,0,0,3,NA,NA,NA,1,0,0
"2000-10",2000,10,"Fall","Michigan","MI","Food",NA,7,0,0,7,NA,NA,NA,1,0,0
"2000-10",2000,10,"Fall","Michigan","MI","Food",NA,2,0,0,2,NA,NA,NA,1,0,0
"2000-10",2000,10,"Fall","Michigan","MI","Food","Norovirus Genogroup I",15,0,0,15,NA,NA,NA,1,0,0
"2000-10",2000,10,"Fall","Michigan","MI","Food","Norovirus Genogroup I",24,0,0,24,NA,NA,NA,1,0,0
"2000-10",2000,10,"Fall","Michigan","MI","Food","Norovirus Genogroup I",115,0,0,115,NA,NA,NA,1,0,0
"2000-10",2000,10,"Fall","Minnesota","MN","Food","Norovirus Genogroup I",14,0,0,14,NA,NA,NA,1,0,0
"2000-10",2000,10,"Fall","Minnesota","MN","Food","Scombroid toxin",2,1,0,3,NA,NA,NA,1,0,0
"2000-10",2000,10,"Fall","Minnesota","MN","Food","Norovirus Genogroup I",12,0,0,12,NA,NA,NA,1,0,0
"2000-10",2000,10,"Fall","Minnesota","MN","Food","Norovirus Genogroup I",34,0,0,34,NA,NA,NA,1,0,0
"2000-10",2000,10,"Fall","North Carolina","NC","Food","Norovirus Genogroup I",30,0,0,30,NA,NA,NA,1,0,0
"2000-10",2000,10,"Fall","Nebraska","NE","Food",NA,29,0,0,29,NA,NA,NA,1,0,0
"2000-10",2000,10,"Fall","New York","NY","Food","Salmonella enterica",4,0,0,4,NA,NA,NA,1,0,0
"2000-10",2000,10,"Fall","New York","NY","Food","Scombroid toxin",2,0,0,2,NA,NA,NA,1,0,0
"2000-10",2000,10,"Fall","New York","NY","Food","Shigella unknown",5,0,0,5,NA,NA,NA,1,0,0
"2000-10",2000,10,"Fall","New York","NY","Food","Other - Virus",67,0,0,67,NA,NA,NA,1,0,0
"2000-10",2000,10,"Fall","New York","NY","Food","Giardia duodenalis",82,0,0,82,NA,NA,NA,1,0,0
"2000-10",2000,10,"Fall","New York","NY","Food",NA,29,0,0,29,NA,NA,NA,1,0,0
"2000-10",2000,10,"Fall","Ohio","OH","Food","Salmonella enterica",6,1,0,7,NA,NA,NA,1,0,0
"2000-10",2000,10,"Fall","Ohio","OH","Food",NA,10,0,0,10,NA,NA,NA,1,0,0
"2000-10",2000,10,"Fall","Ohio","OH","Food","Norovirus Genogroup I",15,0,0,15,NA,NA,NA,1,0,0
"2000-10",2000,10,"Fall","Ohio","OH","Food","Pesticides",31,1,0,32,NA,NA,NA,1,0,0
"2000-10",2000,10,"Fall","Oregon","OR","Food","Salmonella enterica",9,1,0,10,NA,NA,NA,1,0,0
"2000-10",2000,10,"Fall","Pennsylvania","PA","Food",NA,3,0,0,3,NA,NA,NA,1,0,0
"2000-10",2000,10,"Fall","Pennsylvania","PA","Food","Salmonella enterica",25,10,0,35,NA,NA,NA,1,0,0
"2000-10",2000,10,"Fall","Pennsylvania","PA","Food","Scombroid toxin",3,0,0,3,NA,NA,NA,1,0,0
"2000-10",2000,10,"Fall","Tennessee","TN","Food","Norovirus Genogroup I",39,0,0,39,NA,NA,NA,1,0,0
"2000-10",2000,10,"Fall","Tennessee","TN","Food","Staphylococcus aureus",4,1,0,5,NA,NA,NA,1,0,0
"2000-10",2000,10,"Fall","Virginia","VA","Food",NA,43,1,0,44,NA,NA,NA,1,0,0
"2000-10",2000,10,"Fall","Virginia","VA","Food","Staphylococcus aureus",28,1,0,29,NA,NA,NA,1,0,0
"2000-11",2000,11,"Fall","Florida","FL","Food",NA,4,0,0,4,NA,NA,NA,1,0,0
"2000-11",2000,11,"Fall","District of Columbia",NA,"Food",NA,15,0,0,15,NA,NA,NA,1,0,0
"2000-11",2000,11,"Fall","California","CA","Food",NA,20,0,0,20,NA,NA,NA,1,0,0
"2000-11",2000,11,"Fall","California","CA","Food","Norovirus Genogroup I",60,0,0,60,NA,NA,NA,1,0,0
"2000-11",2000,11,"Fall","California","CA","Food","Salmonella enterica",20,0,0,20,NA,NA,NA,1,0,0
"2000-11",2000,11,"Fall","California","CA","Food",NA,17,0,0,17,NA,NA,NA,1,0,0
"2000-11",2000,11,"Fall","California","CA","Food",NA,45,0,0,45,NA,NA,NA,1,0,0
"2000-11",2000,11,"Fall","California","CA","Food",NA,65,0,0,65,NA,NA,NA,1,0,0
"2000-11",2000,11,"Fall","California","CA","Food","Clostridium perfringens",188,1,0,189,NA,NA,NA,1,0,0
"2000-11",2000,11,"Fall","California","CA","Food",NA,5,0,0,5,NA,NA,NA,1,0,0
"2000-11",2000,11,"Fall","California","CA","Food",NA,8,0,0,8,NA,NA,NA,1,0,0
"2000-11",2000,11,"Fall","California","CA","Food","Clostridium perfringens",73,0,0,73,NA,NA,NA,1,0,0
"2000-11",2000,11,"Fall","California","CA","Food","Norovirus Genogroup I",51,0,0,51,NA,NA,NA,1,0,0
"2000-11",2000,11,"Fall","California","CA","Food",NA,5,0,0,5,NA,NA,NA,1,0,0
"2000-11",2000,11,"Fall","California","CA","Food","Norovirus Genogroup I",37,2,0,39,NA,NA,NA,1,0,0
"2000-11",2000,11,"Fall","California","CA","Food","Trichinella spiralis",2,2,0,4,NA,NA,NA,1,0,0
"2000-11",2000,11,"Fall","California","CA","Food",NA,5,1,0,6,NA,NA,NA,1,0,0
"2000-11",2000,11,"Fall","Alabama","AL","Food",NA,3,0,0,3,NA,NA,NA,1,0,0
"2000-11",2000,11,"Fall","Alabama","AL","Food",NA,3,0,0,3,NA,NA,NA,1,0,0
"2000-11",2000,11,"Fall","Alabama","AL","Food",NA,16,0,0,16,NA,NA,NA,1,0,0
"2000-11",2000,11,"Fall","Alabama","AL","Food",NA,2,0,0,2,NA,NA,NA,1,0,0
"2000-11",2000,11,"Fall","Alabama","AL","Food",NA,2,0,0,2,NA,NA,NA,1,0,0
"2000-11",2000,11,"Fall","Alaska","AK","Food","Norovirus Genogroup II",3,0,0,3,NA,NA,NA,1,0,0
"2000-11",2000,11,"Fall","Michigan","MI","Food","Salmonella enterica",18,6,1,25,NA,NA,NA,1,0,0
"2000-11",2000,11,"Fall","Ohio","OH","Food","Norovirus Genogroup II",107,3,0,110,NA,NA,NA,1,0,0
"2000-11",2000,11,"Fall","Oregon","OR","Food","Norovirus Genogroup I",3,0,0,3,NA,NA,NA,1,0,0
"2000-11",2000,11,"Fall","Oregon","OR","Food","Clostridium perfringens",200,0,0,200,NA,NA,NA,1,0,0
"2000-11",2000,11,"Fall","Pennsylvania","PA","Food","Scombroid toxin",2,0,0,2,NA,NA,NA,1,0,0
"2000-11",2000,11,"Fall","Tennessee","TN","Food","Bacillus cereus",3,0,0,3,NA,NA,NA,1,0,0
"2000-11",2000,11,"Fall","Tennessee","TN","Food","Salmonella enterica",26,19,0,45,NA,NA,NA,1,0,0
"2000-11",2000,11,"Fall","Tennessee","TN","Food","Staphylococcus aureus",100,0,0,100,NA,NA,NA,1,0,0
"2000-11",2000,11,"Fall","Texas","TX","Food",NA,55,0,0,55,NA,NA,NA,1,0,0
"2000-11",2000,11,"Fall","Virginia","VA","Food","Norovirus Genogroup I",34,0,0,34,NA,NA,NA,1,0,0
"2000-11",2000,11,"Fall","Virginia","VA","Food","Clostridium perfringens",22,0,0,22,NA,NA,NA,1,0,0
"2000-11",2000,11,"Fall","Virginia","VA","Food","Norovirus Genogroup I",22,0,0,22,NA,NA,NA,1,0,0
"2000-11",2000,11,"Fall","Virginia","VA","Food","Norovirus Genogroup I",16,0,0,16,NA,NA,NA,1,0,0
"2000-11",2000,11,"Fall","Virginia","VA","Food","Salmonella enterica",29,3,0,32,NA,NA,NA,1,0,0
"2000-11",2000,11,"Fall","Washington","WA","Food","Other - Virus",11,0,0,11,NA,NA,NA,1,0,0
"2000-11",2000,11,"Fall","Washington","WA","Food","Norovirus Genogroup I",11,0,0,11,NA,NA,NA,1,0,0
"2000-11",2000,11,"Fall","Washington","WA","Food","Norovirus Genogroup I",2,0,0,2,NA,NA,NA,1,0,0
"2000-11",2000,11,"Fall","Washington","WA","Food","Bacillus cereus",4,0,0,4,NA,NA,NA,1,0,0
"2000-11",2000,11,"Fall","Wisconsin","WI","Food","Clostridium perfringens",61,0,0,61,NA,NA,NA,1,0,0
"2000-11",2000,11,"Fall","Wisconsin","WI","Food","Staphylococcus aureus",17,0,0,17,NA,NA,NA,1,0,0
"2000-11",2000,11,"Fall","Ohio","OH","Food",NA,4,2,0,6,NA,NA,NA,1,0,0
"2000-11",2000,11,"Fall","Ohio","OH","Food",NA,11,0,0,11,NA,NA,NA,1,0,0
"2000-11",2000,11,"Fall","Ohio","OH","Food",NA,4,0,0,4,NA,NA,NA,1,0,0
"2000-11",2000,11,"Fall","Ohio","OH","Food","Norovirus Genogroup I",43,0,0,43,NA,NA,NA,1,0,0
"2000-11",2000,11,"Fall","Ohio","OH","Food","Norovirus Genogroup I",10,0,0,10,NA,NA,NA,1,0,0
"2000-11",2000,11,"Fall","New York","NY","Food","Norovirus Genogroup I",26,0,0,26,NA,NA,NA,1,0,0
"2000-11",2000,11,"Fall","New York","NY","Food",NA,34,0,0,34,NA,NA,NA,1,0,0
"2000-11",2000,11,"Fall","New York","NY","Food","Clostridium perfringens",72,0,0,72,NA,NA,NA,1,0,0
"2000-11",2000,11,"Fall","New York","NY","Food","Clostridium perfringens",40,0,0,40,NA,NA,NA,1,0,0
"2000-11",2000,11,"Fall","New York","NY","Food","Norovirus Genogroup I",34,0,0,34,NA,NA,NA,1,0,0
"2000-11",2000,11,"Fall","North Carolina","NC","Food","Listeria monocytogenes",12,0,0,12,NA,NA,NA,1,0,0
"2000-11",2000,11,"Fall","Missouri","MO","Food",NA,24,0,0,24,NA,NA,NA,1,0,0
"2000-11",2000,11,"Fall","Minnesota","MN","Food","Norovirus Genogroup I",30,0,0,30,NA,NA,NA,1,0,0
"2000-11",2000,11,"Fall","Minnesota","MN","Food","Norovirus Genogroup I",46,1,0,47,NA,NA,NA,1,0,0
"2000-11",2000,11,"Fall","Minnesota","MN","Food","Norovirus Genogroup I",14,0,0,14,NA,NA,NA,1,0,0
"2000-11",2000,11,"Fall","Multistate",NA,"Food","Hepatitis A",32,15,0,47,NA,NA,NA,1,0,0
"2000-11",2000,11,"Fall","Multistate",NA,"Food","Escherichia coli, Shiga toxin-producing",50,30,0,80,NA,NA,NA,1,0,0
"2000-11",2000,11,"Fall","Multistate",NA,"Food","Salmonella enterica",43,0,0,43,NA,NA,NA,1,0,0
"2000-11",2000,11,"Fall","Michigan","MI","Food",NA,2,0,0,2,NA,NA,NA,1,0,0
"2000-11",2000,11,"Fall","Michigan","MI","Food",NA,15,0,0,15,NA,NA,NA,1,0,0
"2000-11",2000,11,"Fall","New York","NY","Food",NA,8,0,0,8,NA,NA,NA,1,0,0
"2000-11",2000,11,"Fall","Michigan","MI","Food","Norovirus Genogroup I",16,0,0,16,NA,NA,NA,1,0,0
"2000-11",2000,11,"Fall","Michigan","MI","Food","Staphylococcus aureus",3,0,0,3,NA,NA,NA,1,0,0
"2000-11",2000,11,"Fall","Michigan","MI","Food",NA,2,0,0,2,NA,NA,NA,1,0,0
"2000-11",2000,11,"Fall","Michigan","MI","Food",NA,18,1,0,19,NA,NA,NA,1,0,0
"2000-11",2000,11,"Fall","Michigan","MI","Food","Norovirus Genogroup I",15,0,0,15,NA,NA,NA,1,0,0
"2000-11",2000,11,"Fall","Michigan","MI","Food",NA,2,0,0,2,NA,NA,NA,1,0,0
"2000-11",2000,11,"Fall","Maryland","MD","Food",NA,5,0,0,5,NA,NA,NA,1,0,0
"2000-11",2000,11,"Fall","Maryland","MD","Food",NA,3,0,0,3,NA,NA,NA,1,0,0
"2000-11",2000,11,"Fall","Maryland","MD","Food",NA,3,0,0,3,NA,NA,NA,1,0,0
"2000-11",2000,11,"Fall","Maryland","MD","Food",NA,3,0,0,3,NA,NA,NA,1,0,0
"2000-11",2000,11,"Fall","Maryland","MD","Food",NA,3,0,0,3,NA,NA,NA,1,0,0
"2000-11",2000,11,"Fall","Massachusetts","MA","Food","Salmonella enterica",11,0,0,11,NA,NA,NA,1,0,0
"2000-11",2000,11,"Fall","Kansas","KS","Food",NA,10,0,0,10,NA,NA,NA,1,0,0
"2000-11",2000,11,"Fall","Indiana","IN","Food","Norovirus Genogroup I",76,0,0,76,NA,NA,NA,1,0,0
"2000-11",2000,11,"Fall","Illinois","IL","Food","Bacillus cereus;Clostridium perfringens",2,0,0,2,NA,NA,NA,1,0,0
"2000-11",2000,11,"Fall","Illinois","IL","Food","Bacillus cereus;Clostridium perfringens",2,0,0,2,NA,NA,NA,1,0,0
"2000-11",2000,11,"Fall","Illinois","IL","Food","Norovirus Genogroup II",8,0,0,8,NA,NA,NA,1,0,0
"2000-11",2000,11,"Fall","Illinois","IL","Food","Norovirus Genogroup II",77,4,0,81,NA,NA,NA,1,0,0
"2000-11",2000,11,"Fall","Illinois","IL","Food",NA,40,5,0,45,NA,NA,NA,1,0,0
"2000-11",2000,11,"Fall","Illinois","IL","Food","Bacillus cereus;Clostridium perfringens",2,0,0,2,NA,NA,NA,1,0,0
"2000-11",2000,11,"Fall","Illinois","IL","Food","Norovirus Genogroup I",8,0,0,8,NA,NA,NA,1,0,0
"2000-11",2000,11,"Fall","Illinois","IL","Food",NA,2,0,0,2,NA,NA,NA,1,0,0
"2000-11",2000,11,"Fall","Illinois","IL","Food","Norovirus Genogroup I",11,0,0,11,NA,NA,NA,1,0,0
"2000-11",2000,11,"Fall","Illinois","IL","Food","Bacillus cereus;Clostridium perfringens",14,0,0,14,NA,NA,NA,1,0,0
"2000-11",2000,11,"Fall","Illinois","IL","Food","Norovirus Genogroup I",6,0,0,6,NA,NA,NA,1,0,0
"2000-11",2000,11,"Fall","Illinois","IL","Food","Norovirus Genogroup I",24,0,0,24,NA,NA,NA,1,0,0
"2000-11",2000,11,"Fall","Illinois","IL","Food","Norovirus Genogroup I",13,0,0,13,NA,NA,NA,1,0,0
"2000-11",2000,11,"Fall","Iowa","IA","Food","Norovirus Genogroup I",11,0,0,11,NA,NA,NA,1,0,0
"2000-11",2000,11,"Fall","Iowa","IA","Food",NA,38,0,0,38,NA,NA,NA,1,0,0
"2000-11",2000,11,"Fall","Iowa","IA","Food","Norovirus Genogroup I",51,0,0,51,NA,NA,NA,1,0,0
"2000-11",2000,11,"Fall","Hawaii","HI","Food","Ciguatoxin",2,0,0,2,NA,NA,NA,1,0,0
"2000-11",2000,11,"Fall","Hawaii","HI","Food","Scombroid toxin",2,0,0,2,NA,NA,NA,1,0,0
"2000-11",2000,11,"Fall","Hawaii","HI","Food",NA,9,0,0,9,NA,NA,NA,1,0,0
"2000-11",2000,11,"Fall","Guam",NA,"Food",NA,5,0,0,5,NA,NA,NA,1,0,0
"2000-11",2000,11,"Fall","Guam",NA,"Food","Staphylococcus aureus",3,0,0,3,NA,NA,NA,1,0,0
"2000-11",2000,11,"Fall","Georgia","GA","Food",NA,100,0,0,100,NA,NA,NA,1,0,0
"2000-11",2000,11,"Fall","Georgia","GA","Food","Yersinia enterocolitica;Salmonella enterica",8,0,0,8,NA,NA,NA,1,0,0
"2000-11",2000,11,"Fall","Georgia","GA","Food",NA,11,0,0,11,NA,NA,NA,1,0,0
"2000-11",2000,11,"Fall","Georgia","GA","Food",NA,17,0,0,17,NA,NA,NA,1,0,0
"2000-11",2000,11,"Fall","Florida","FL","Food",NA,3,1,0,4,NA,NA,NA,1,0,0
"2000-11",2000,11,"Fall","Florida","FL","Food",NA,4,0,0,4,NA,NA,NA,1,0,0
"2000-11",2000,11,"Fall","Florida","FL","Food","Staphylococcus aureus",2,0,0,2,NA,NA,NA,1,0,0
"2000-11",2000,11,"Fall","Florida","FL","Food",NA,26,0,0,26,NA,NA,NA,1,0,0
"2000-11",2000,11,"Fall","Florida","FL","Food",NA,2,0,0,2,NA,NA,NA,1,0,0
"2000-11",2000,11,"Fall","Florida","FL","Food",NA,3,0,0,3,NA,NA,NA,1,0,0
"2000-11",2000,11,"Fall","Florida","FL","Food","Norovirus Genogroup I",45,0,0,45,NA,NA,NA,1,0,0
"2000-11",2000,11,"Fall","Florida","FL","Food",NA,2,0,0,2,NA,NA,NA,1,0,0
"2000-11",2000,11,"Fall","Florida","FL","Food",NA,2,0,0,2,NA,NA,NA,1,0,0
"2000-11",2000,11,"Fall","Florida","FL","Food","Salmonella enterica",4,0,0,4,NA,NA,NA,1,0,0
"2000-11",2000,11,"Fall","Florida","FL","Food",NA,2,0,0,2,NA,NA,NA,1,0,0
"2000-11",2000,11,"Fall","Florida","FL","Food",NA,2,0,0,2,NA,NA,NA,1,0,0
"2000-11",2000,11,"Fall","Florida","FL","Food",NA,4,0,0,4,NA,NA,NA,1,0,0
"2000-11",2000,11,"Fall","Florida","FL","Food","Salmonella enterica",2,0,0,2,NA,NA,NA,1,0,0
"2000-11",2000,11,"Fall","Florida","FL","Food",NA,2,0,0,2,NA,NA,NA,1,0,0
"2000-11",2000,11,"Fall","Florida","FL","Food","Salmonella enterica",4,0,0,4,NA,NA,NA,1,0,0
"2000-11",2000,11,"Fall","Florida","FL","Food","Scombroid toxin",2,0,0,2,NA,NA,NA,1,0,0
"2000-11",2000,11,"Fall","Florida","FL","Food",NA,2,0,0,2,NA,NA,NA,1,0,0
"2000-12",2000,12,"Winter","Alaska","AK","Food","Hepatitis A",7,0,0,7,NA,NA,NA,1,0,0
"2000-12",2000,12,"Winter","Florida","FL","Food","Staphylococcus aureus",3,0,0,3,NA,NA,NA,1,0,0
"2000-12",2000,12,"Winter","Florida","FL","Food","Bacillus cereus",2,0,0,2,NA,NA,NA,1,0,0
"2000-12",2000,12,"Winter","Florida","FL","Food",NA,2,0,0,2,NA,NA,NA,1,0,0
"2000-12",2000,12,"Winter","Republic of the Marshall Islands",NA,"Water","Vibrio cholerae",103,0,6,109,"Drinking water","Bulk Water Purchase",NA,0,1,0
"2000-12",2000,12,"Winter","Wyoming","WY","Food","Norovirus Genogroup I",44,0,0,44,NA,NA,NA,1,0,0
"2000-12",2000,12,"Winter","West Virginia","WV","Food","Bacillus cereus",18,0,0,18,NA,NA,NA,1,0,0
"2000-12",2000,12,"Winter","Wisconsin","WI","Food",NA,28,0,0,28,NA,NA,NA,1,0,0
"2000-12",2000,12,"Winter","Wisconsin","WI","Food","Norovirus Genogroup I",21,0,0,21,NA,NA,NA,1,0,0
"2000-12",2000,12,"Winter","Wisconsin","WI","Food","Norovirus Genogroup I",25,1,0,26,NA,NA,NA,1,0,0
"2000-12",2000,12,"Winter","Washington","WA","Food","Salmonella enterica",5,0,0,5,NA,NA,NA,1,0,0
"2000-12",2000,12,"Winter","Washington","WA","Food","Norovirus Genogroup I",31,1,0,32,NA,NA,NA,1,0,0
"2000-12",2000,12,"Winter","Washington","WA","Food",NA,2,0,0,2,NA,NA,NA,1,0,0
"2000-12",2000,12,"Winter","Washington","WA","Food","Other - Virus",19,0,0,19,NA,NA,NA,1,0,0
"2000-12",2000,12,"Winter","Washington","WA","Food","Other - Virus",11,0,0,11,NA,NA,NA,1,0,0
"2000-12",2000,12,"Winter","Washington","WA","Food",NA,10,0,0,10,NA,NA,NA,1,0,0
"2000-12",2000,12,"Winter","Washington","WA","Food",NA,3,0,0,3,NA,NA,NA,1,0,0
"2000-12",2000,12,"Winter","Washington","WA","Food","Norovirus Genogroup I",2,0,0,2,NA,NA,NA,1,0,0
"2000-12",2000,12,"Winter","Texas","TX","Food",NA,6,0,0,6,NA,NA,NA,1,0,0
"2000-12",2000,12,"Winter","Texas","TX","Food","Norovirus Genogroup I",7,0,0,7,NA,NA,NA,1,0,0
"2000-12",2000,12,"Winter","Texas","TX","Food",NA,10,0,0,10,NA,NA,NA,1,0,0
"2000-12",2000,12,"Winter","Tennessee","TN","Food","Norovirus Genogroup I",20,0,0,20,NA,NA,NA,1,0,0
"2000-12",2000,12,"Winter","Tennessee","TN","Food","Staphylococcus aureus",7,0,0,7,NA,NA,NA,1,0,0
"2000-12",2000,12,"Winter","Tennessee","TN","Food","Staphylococcus aureus",3,0,0,3,NA,NA,NA,1,0,0
"2000-12",2000,12,"Winter","Pennsylvania","PA","Food",NA,17,1,0,18,NA,NA,NA,1,0,0
"2000-12",2000,12,"Winter","Pennsylvania","PA","Food",NA,11,0,0,11,NA,NA,NA,1,0,0
"2000-12",2000,12,"Winter","Pennsylvania","PA","Food","Scombroid toxin",4,0,0,4,NA,NA,NA,1,0,0
"2000-12",2000,12,"Winter","Pennsylvania","PA","Food",NA,49,1,0,50,NA,NA,NA,1,0,0
"2000-12",2000,12,"Winter","Oregon","OR","Food","Norovirus Genogroup I",65,1,0,66,NA,NA,NA,1,0,0
"2000-12",2000,12,"Winter","Oregon","OR","Food","Norovirus Genogroup I",10,0,0,10,NA,NA,NA,1,0,0
"2000-12",2000,12,"Winter","Ohio","OH","Food","Norovirus Genogroup II",31,0,0,31,NA,NA,NA,1,0,0
"2000-12",2000,12,"Winter","Ohio","OH","Food","Norovirus Genogroup II",58,0,0,58,NA,NA,NA,1,0,0
"2000-12",2000,12,"Winter","Ohio","OH","Food","Norovirus Genogroup II",13,0,0,13,NA,NA,NA,1,0,0
"2000-12",2000,12,"Winter","Ohio","OH","Food","Norovirus Genogroup II",20,0,0,20,NA,NA,NA,1,0,0
"2000-12",2000,12,"Winter","Ohio","OH","Food","Norovirus Genogroup II",44,0,0,44,NA,NA,NA,1,0,0
"2000-12",2000,12,"Winter","Ohio","OH","Food","Clostridium perfringens",54,0,0,54,NA,NA,NA,1,0,0
"2000-12",2000,12,"Winter","Ohio","OH","Food",NA,5,0,0,5,NA,NA,NA,1,0,0
"2000-12",2000,12,"Winter","Ohio","OH","Food","Norovirus Genogroup I",13,0,0,13,NA,NA,NA,1,0,0
"2000-12",2000,12,"Winter","Ohio","OH","Food","Norovirus Genogroup II",8,0,0,8,NA,NA,NA,1,0,0
"2000-12",2000,12,"Winter","New York","NY","Food","Salmonella enterica",12,6,0,18,NA,NA,NA,1,0,0
"2000-12",2000,12,"Winter","New York","NY","Food",NA,11,0,0,11,NA,NA,NA,1,0,0
"2000-12",2000,12,"Winter","New York","NY","Food","Hepatitis A",12,0,0,12,NA,NA,NA,1,0,0
"2000-12",2000,12,"Winter","New York","NY","Food","Staphylococcus aureus",47,9,0,56,NA,NA,NA,1,0,0
"2000-12",2000,12,"Winter","New York","NY","Food","Clostridium perfringens",83,0,0,83,NA,NA,NA,1,0,0
"2000-12",2000,12,"Winter","New Hampshire","NH","Food",NA,51,0,0,51,NA,NA,NA,1,0,0
"2000-12",2000,12,"Winter","North Carolina","NC","Food","Salmonella enterica",58,0,0,58,NA,NA,NA,1,0,0
"2000-12",2000,12,"Winter","Minnesota","MN","Food","Norovirus Genogroup I",35,0,0,35,NA,NA,NA,1,0,0
"2000-12",2000,12,"Winter","Minnesota","MN","Food","Norovirus Genogroup I",8,0,0,8,NA,NA,NA,1,0,0
"2000-12",2000,12,"Winter","Minnesota","MN","Food","Norovirus Genogroup I",7,0,0,7,NA,NA,NA,1,0,0
"2000-12",2000,12,"Winter","Minnesota","MN","Food","Norovirus Genogroup I",15,0,0,15,NA,NA,NA,1,0,0
"2000-12",2000,12,"Winter","Minnesota","MN","Food","Norovirus Genogroup I",30,0,0,30,NA,NA,NA,1,0,0
"2000-12",2000,12,"Winter","Michigan","MI","Food",NA,9,0,0,9,NA,NA,NA,1,0,0
"2000-12",2000,12,"Winter","Michigan","MI","Food","Norovirus Genogroup I",16,0,0,16,NA,NA,NA,1,0,0
"2000-12",2000,12,"Winter","Michigan","MI","Food",NA,2,0,0,2,NA,NA,NA,1,0,0
"2000-12",2000,12,"Winter","Michigan","MI","Food",NA,4,0,0,4,NA,NA,NA,1,0,0
"2000-12",2000,12,"Winter","Michigan","MI","Food",NA,8,0,0,8,NA,NA,NA,1,0,0
"2000-12",2000,12,"Winter","Michigan","MI","Food",NA,30,0,0,30,NA,NA,NA,1,0,0
"2000-12",2000,12,"Winter","Michigan","MI","Food",NA,7,0,0,7,NA,NA,NA,1,0,0
"2000-12",2000,12,"Winter","Michigan","MI","Food",NA,9,0,0,9,NA,NA,NA,1,0,0
"2000-12",2000,12,"Winter","Michigan","MI","Food",NA,2,0,0,2,NA,NA,NA,1,0,0
"2000-12",2000,12,"Winter","Maine","ME","Food","Norovirus Genogroup I",15,0,0,15,NA,NA,NA,1,0,0
"2000-12",2000,12,"Winter","Maine","ME","Food",NA,17,0,0,17,NA,NA,NA,1,0,0
"2000-12",2000,12,"Winter","Maryland","MD","Food",NA,3,0,0,3,NA,NA,NA,1,0,0
"2000-12",2000,12,"Winter","Maryland","MD","Food",NA,7,0,0,7,NA,NA,NA,1,0,0
"2000-12",2000,12,"Winter","Maryland","MD","Food",NA,89,0,0,89,NA,NA,NA,1,0,0
"2000-12",2000,12,"Winter","Maryland","MD","Food",NA,3,0,0,3,NA,NA,NA,1,0,0
"2000-12",2000,12,"Winter","Maryland","MD","Food",NA,4,0,0,4,NA,NA,NA,1,0,0
"2000-12",2000,12,"Winter","Maryland","MD","Food",NA,3,0,0,3,NA,NA,NA,1,0,0
"2000-12",2000,12,"Winter","Maryland","MD","Food",NA,5,0,0,5,NA,NA,NA,1,0,0
"2000-12",2000,12,"Winter","Maryland","MD","Food",NA,3,0,0,3,NA,NA,NA,1,0,0
"2000-12",2000,12,"Winter","Maryland","MD","Food",NA,16,0,0,16,NA,NA,NA,1,0,0
"2000-12",2000,12,"Winter","Massachusetts","MA","Food",NA,33,0,0,33,NA,NA,NA,1,0,0
"2000-12",2000,12,"Winter","Massachusetts","MA","Food","Scombroid toxin",9,0,0,9,NA,NA,NA,1,0,0
"2000-12",2000,12,"Winter","Kansas","KS","Food",NA,18,0,0,18,NA,NA,NA,1,0,0
"2000-12",2000,12,"Winter","Kansas","KS","Food","Norovirus Genogroup I",14,0,0,14,NA,NA,NA,1,0,0
"2000-12",2000,12,"Winter","Kansas","KS","Food",NA,6,0,0,6,NA,NA,NA,1,0,0
"2000-12",2000,12,"Winter","Indiana","IN","Food","Other - Virus",17,0,0,17,NA,NA,NA,1,0,0
"2000-12",2000,12,"Winter","Indiana","IN","Food","Norovirus Genogroup I",15,0,0,15,NA,NA,NA,1,0,0
"2000-12",2000,12,"Winter","Illinois","IL","Food","Norovirus Genogroup II",148,0,0,148,NA,NA,NA,1,0,0
"2000-12",2000,12,"Winter","Illinois","IL","Food",NA,5,0,0,5,NA,NA,NA,1,0,0
"2000-12",2000,12,"Winter","Illinois","IL","Food","Bacillus cereus;Staphylococcus aureus",19,1,0,20,NA,NA,NA,1,0,0
"2000-12",2000,12,"Winter","Illinois","IL","Food","Norovirus Genogroup I",7,0,0,7,NA,NA,NA,1,0,0
"2000-12",2000,12,"Winter","Illinois","IL","Food","Norovirus Genogroup I",9,0,0,9,NA,NA,NA,1,0,0
"2000-12",2000,12,"Winter","Illinois","IL","Food","Norovirus Genogroup I",3,0,0,3,NA,NA,NA,1,0,0
"2000-12",2000,12,"Winter","Illinois","IL","Food","Norovirus Genogroup I",27,0,0,27,NA,NA,NA,1,0,0
"2000-12",2000,12,"Winter","Illinois","IL","Food","Bacillus cereus;Clostridium perfringens",2,0,0,2,NA,NA,NA,1,0,0
"2000-12",2000,12,"Winter","Idaho","ID","Food","Norovirus Genogroup I",23,0,0,23,NA,NA,NA,1,0,0
"2000-12",2000,12,"Winter","Iowa","IA","Food","Norovirus Genogroup I",21,0,0,21,NA,NA,NA,1,0,0
