"Year","Month","Date","Season","State","State_abbr","Setting","Etiology","Etiology_group","IFSAC_category","Food_vehicle","Water_exposure","Water_type","Water_type_group","Animal_type","Animal_type_group","Illnesses","Hospitalizations","Deaths","Hospitalizations_std","Deaths_std","Illnesses_std","Hosp_per_ill","Death_per_ill","Food_vehicle_missing","Water_exposure_missing","is_food_related","is_water_related","is_animal_related"
1971,2,"1971-02","Winter","California","CA","Restaurant","Copper","Other",NA,NA,"Drinking water","Community","Drinking/Community Water",NA,"Other/Unknown",2,0,0,-0.184606023516803,-0.0910801876596986,-0.0199766041269386,0,0,"Missing","Present",0,1,0
1971,6,"1971-06","Summer","Arkansas","AR","Store","Hepatitis A","Hepatitis",NA,NA,"Drinking water","Other","Natural/Other",NA,"Other/Unknown",98,0,0,-0.184606023516803,-0.0910801876596986,0.0413882638602587,0,0,"Missing","Present",0,1,0
1971,6,"1971-06","Summer","Missouri","MO","Subdivision/Neighborhood","Unknown","Unknown",NA,NA,"Drinking water","Community","Drinking/Community Water",NA,"Other/Unknown",2,0,0,-0.184606023516803,-0.0910801876596986,-0.0199766041269386,0,0,"Missing","Present",0,1,0
1971,6,"1971-06","Summer","Alabama","AL","Unknown","Selenium","Other",NA,NA,"Drinking water","Individual/Private","Drinking/Community Water",NA,"Other/Unknown",3,0,0,-0.184606023516803,-0.0910801876596986,-0.019337386752072,0,0,"Missing","Present",0,1,0
1971,6,"1971-06","Summer","Vermont","VT","Community/municipality","Unknown","Unknown",NA,NA,"Drinking water","Community","Drinking/Community Water",NA,"Other/Unknown",3,0,0,-0.184606023516803,-0.0910801876596986,-0.019337386752072,0,0,"Missing","Present",0,1,0
1971,6,"1971-06","Summer","Oregon","OR","Restaurant","Unknown","Unknown",NA,NA,"Drinking water","Other","Natural/Other",NA,"Other/Unknown",200,0,0,-0.184606023516803,-0.0910801876596986,0.106588436096656,0,0,"Missing","Present",0,1,0
1971,7,"1971-07","Summer","New Jersey","NJ","Camp/cabin","Hepatitis A","Hepatitis",NA,NA,"Drinking water","Other","Natural/Other",NA,"Other/Unknown",22,0,0,-0.184606023516803,-0.0910801876596986,-0.00719225662960585,0,0,"Missing","Present",0,1,0
1971,7,"1971-07","Summer","Mississippi","MS","Camp/cabin","Shigella sonnei","Other",NA,NA,"Drinking water","Community","Drinking/Community Water",NA,"Other/Unknown",187,0,0,-0.184606023516803,-0.0910801876596986,0.0982786102233896,0,0,"Missing","Present",0,1,0
1971,7,"1971-07","Summer","Kentucky","KY","Park - State Park","Unknown","Unknown",NA,NA,"Drinking water","Other","Natural/Other",NA,"Other/Unknown",68,0,0,-0.184606023516803,-0.0910801876596986,0.0222117426142595,0,0,"Missing","Present",0,1,0
1971,7,"1971-07","Summer","California","CA","Community/municipality","Unknown","Unknown",NA,NA,"Drinking water","Community","Drinking/Community Water",NA,"Other/Unknown",3500,0,0,-0.184606023516803,-0.0910801876596986,2.21600577315656,0,0,"Missing","Present",0,1,0
1971,8,"1971-08","Summer","New Jersey","NJ","Camp/cabin","Shigella sonnei","Other",NA,NA,"Drinking water","Other","Natural/Other",NA,"Other/Unknown",67,0,0,-0.184606023516803,-0.0910801876596986,0.0215725252393929,0,0,"Missing","Present",0,1,0
1971,8,"1971-08","Summer","Oklahoma","OK","Unknown","Hepatitis A","Hepatitis",NA,NA,"Drinking water","Individual/Private","Drinking/Community Water",NA,"Other/Unknown",6,0,0,-0.184606023516803,-0.0910801876596986,-0.0174197346274721,0,0,"Missing","Present",0,1,0
1971,8,"1971-08","Summer","New Mexico","NM","Other","Unknown","Unknown",NA,NA,"Other/Environmental water",NA,"Other",NA,"Other/Unknown",10,0,0,-0.184606023516803,-0.0910801876596986,-0.0148628651280055,0,0,"Missing","Present",0,1,0
1971,9,"1971-09","Fall","North Carolina","NC","Private home/residence","Hepatitis A","Hepatitis",NA,NA,"Drinking water","Individual/Private","Drinking/Community Water",NA,"Other/Unknown",2,0,0,-0.184606023516803,-0.0910801876596986,-0.0199766041269386,0,0,"Missing","Present",0,1,0
1971,9,"1971-09","Fall","North Carolina","NC","Mobile home/trailer park","Unknown","Unknown",NA,NA,"Drinking water","Community","Drinking/Community Water",NA,"Other/Unknown",38,0,1,-0.184606023516803,2.34819422395872,0.00303522136826038,0,0.0263157894736842,"Missing","Present",0,1,0
1971,11,"1971-11","Fall","Oklahoma","OK","Community/municipality","Hepatitis A","Hepatitis",NA,NA,"Drinking water","Community","Drinking/Community Water",NA,"Other/Unknown",50,0,0,-0.184606023516803,-0.0910801876596986,0.01070582986666,0,0,"Missing","Present",0,1,0
1971,11,"1971-11","Fall","New York","NY","Restaurant","Unknown","Unknown",NA,NA,"Drinking water","Other","Natural/Other",NA,"Other/Unknown",750,0,0,-0.184606023516803,-0.0910801876596986,0.458157992273307,0,0,"Missing","Present",0,1,0
1971,11,"1971-11","Fall","Alaska","AK","Mobile home/trailer park","Shigella sonnei","Other",NA,NA,"Drinking water","Community","Drinking/Community Water",NA,"Other/Unknown",89,0,0,-0.184606023516803,-0.0910801876596986,0.035635307486459,0,0,"Missing","Present",0,1,0
1971,11,"1971-11","Fall","Texas","TX","Farm/dairy/agricultural setting","Hepatitis A","Hepatitis",NA,NA,"Drinking water","Individual/Private","Drinking/Community Water",NA,"Other/Unknown",3,0,0,-0.184606023516803,-0.0910801876596986,-0.019337386752072,0,0,"Missing","Present",0,1,0
1971,12,"1971-12","Winter","California","CA","Hotel/motel","Unknown","Unknown",NA,NA,"Drinking water","Other","Natural/Other",NA,"Other/Unknown",84,0,0,-0.184606023516803,-0.0910801876596986,0.0324392206121258,0,0,"Missing","Present",0,1,0
1972,3,"1972-03","Spring","New York","NY","Restaurant","Unknown","Unknown",NA,NA,"Drinking water","Other","Natural/Other",NA,"Other/Unknown",21,0,0,-0.184606023516803,-0.0910801876596986,-0.00783147400447249,0,0,"Missing","Present",0,1,0
1972,3,"1972-03","Spring","Alaska","AK","Community/municipality","Unknown","Unknown",NA,NA,"Drinking water","Community","Drinking/Community Water",NA,"Other/Unknown",400,0,0,-0.184606023516803,-0.0910801876596986,0.234431911069984,0,0,"Missing","Present",0,1,0
1972,4,"1972-04","Spring","Indiana","IN","Park - Other/Unspecified","Shigella sonnei","Other",NA,NA,"Drinking water","Other","Natural/Other",NA,"Other/Unknown",2,0,0,-0.184606023516803,-0.0910801876596986,-0.0199766041269386,0,0,"Missing","Present",0,1,0
1972,4,"1972-04","Spring","Colorado","CO","Resort","Unknown","Unknown",NA,NA,"Drinking water","Other","Natural/Other",NA,"Other/Unknown",25,0,0,-0.184606023516803,-0.0910801876596986,-0.00527460450500593,0,0,"Missing","Present",0,1,0
1972,4,"1972-04","Spring","Colorado","CO","Camp/cabin","Unknown","Unknown",NA,NA,"Drinking water","Other","Natural/Other",NA,"Other/Unknown",142,0,0,-0.184606023516803,-0.0910801876596986,0.0695138283543908,0,0,"Missing","Present",0,1,0
1972,5,"1972-05","Spring","Oregon","OR","Resort","Unknown","Unknown",NA,NA,"Drinking water","Other","Natural/Other",NA,"Other/Unknown",37,0,0,-0.184606023516803,-0.0910801876596986,0.00239600399339374,0,0,"Missing","Present",0,1,0
1972,5,"1972-05","Spring","Ohio","OH","Mobile home/trailer park","Hepatitis A","Hepatitis",NA,NA,"Drinking water","Community","Drinking/Community Water",NA,"Other/Unknown",9,0,0,-0.184606023516803,-0.0910801876596986,-0.0155020825028722,0,0,"Missing","Present",0,1,0
1972,5,"1972-05","Spring","Minnesota","MN","Office/indoor workplace","Arsenic","Other",NA,NA,"Drinking water","Other","Natural/Other",NA,"Other/Unknown",11,0,0,-0.184606023516803,-0.0910801876596986,-0.0142236477531389,0,0,"Missing","Present",0,1,0
1972,5,"1972-05","Spring","Illinois","IL","Park - State Park","Unknown","Unknown",NA,NA,"Drinking water","Other","Natural/Other",NA,"Other/Unknown",90,0,0,-0.184606023516803,-0.0910801876596986,0.0362745248613256,0,0,"Missing","Present",0,1,0
1972,5,"1972-05","Spring","Florida","FL","Park - State Park","Unknown","Unknown",NA,NA,"Drinking water","Other","Natural/Other",NA,"Other/Unknown",40,0,0,-0.184606023516803,-0.0910801876596986,0.00431365611799365,0,0,"Missing","Present",0,1,0
1972,5,"1972-05","Spring","Colorado","CO","Camp/cabin","Giardia duodenalis","Other",NA,NA,"Drinking water","Other","Natural/Other",NA,"Other/Unknown",28,0,0,-0.184606023516803,-0.0910801876596986,-0.00335695238040601,0,0,"Missing","Present",0,1,0
1972,5,"1972-05","Spring","Colorado","CO","Hotel/motel","Giardia duodenalis","Other",NA,NA,"Drinking water","Other","Natural/Other",NA,"Other/Unknown",24,0,0,-0.184606023516803,-0.0910801876596986,-0.00591382187987257,0,0,"Missing","Present",0,1,0
1972,5,"1972-05","Spring","California","CA","Resort","Unknown","Unknown",NA,NA,"Drinking water","Other","Natural/Other",NA,"Other/Unknown",26,0,0,-0.184606023516803,-0.0910801876596986,-0.00463538713013929,0,0,"Missing","Present",0,1,0
1972,6,"1972-06","Summer","Pennsylvania","PA","School/college/university","Fluoride","Other",NA,NA,"Drinking water","Other","Natural/Other",NA,"Other/Unknown",150,0,0,-0.184606023516803,-0.0910801876596986,0.0746275673533239,0,0,"Missing","Present",0,1,0
1972,6,"1972-06","Summer","Washington","WA","Private home/residence","Salmonella enterica","Salmonella",NA,NA,"Drinking water","Individual/Private","Drinking/Community Water",NA,"Other/Unknown",5,0,0,-0.184606023516803,-0.0910801876596986,-0.0180589520023387,0,0,"Missing","Present",0,1,0
1972,6,"1972-06","Summer","Maryland","MD","Camp/cabin","Unknown","Unknown",NA,NA,"Drinking water","Other","Natural/Other",NA,"Other/Unknown",88,0,0,-0.184606023516803,-0.0910801876596986,0.0349960901115923,0,0,"Missing","Present",0,1,0
1972,6,"1972-06","Summer","Massachusetts","MA","Unknown","Unknown","Unknown",NA,NA,"Drinking water","Community","Drinking/Community Water",NA,"Other/Unknown",3,0,0,-0.184606023516803,-0.0910801876596986,-0.019337386752072,0,0,"Missing","Present",0,1,0
1972,7,"1972-07","Summer","Ohio","OH","Unknown","Hepatitis A","Hepatitis",NA,NA,"Drinking water","Community","Drinking/Community Water",NA,"Other/Unknown",12,0,0,-0.184606023516803,-0.0910801876596986,-0.0135844303782722,0,0,"Missing","Present",0,1,0
1972,7,"1972-07","Summer","Pennsylvania","PA","Camp/cabin","Hepatitis A","Hepatitis",NA,NA,"Drinking water","Other","Natural/Other",NA,"Other/Unknown",5,0,0,-0.184606023516803,-0.0910801876596986,-0.0180589520023387,0,0,"Missing","Present",0,1,0
1972,8,"1972-08","Summer","Alabama","AL","Community/municipality","Hepatitis A","Hepatitis",NA,NA,"Drinking water","Community","Drinking/Community Water",NA,"Other/Unknown",9,0,0,-0.184606023516803,-0.0910801876596986,-0.0155020825028722,0,0,"Missing","Present",0,1,0
1972,8,"1972-08","Summer","North Carolina","NC","Camp/cabin","Unknown","Unknown",NA,NA,"Drinking water","Other","Natural/Other",NA,"Other/Unknown",9,0,0,-0.184606023516803,-0.0910801876596986,-0.0155020825028722,0,0,"Missing","Present",0,1,0
1972,9,"1972-09","Fall","Tennessee","TN","School/college/university","Unknown","Unknown",NA,NA,"Drinking water","Community","Drinking/Community Water",NA,"Other/Unknown",19,0,0,-0.184606023516803,-0.0910801876596986,-0.00910990875420576,0,0,"Missing","Present",0,1,0
1972,9,"1972-09","Fall","Washington","WA","Outdoor Area","Salmonella enterica","Salmonella",NA,NA,"Other/Environmental water",NA,"Other",NA,"Other/Unknown",3,0,0,-0.184606023516803,-0.0910801876596986,-0.019337386752072,0,0,"Missing","Present",0,1,0
1972,9,"1972-09","Fall","Utah","UT","Camp/cabin","Giardia duodenalis","Other",NA,NA,"Drinking water","Other","Natural/Other",NA,"Other/Unknown",60,0,0,-0.184606023516803,-0.0910801876596986,0.0170980036153264,0,0,"Missing","Present",0,1,0
1972,9,"1972-09","Fall","Hawaii","HI","Camp/cabin","Shigella sonnei","Other",NA,NA,"Drinking water","Other","Natural/Other",NA,"Other/Unknown",61,0,0,-0.184606023516803,-0.0910801876596986,0.0177372209901931,0,0,"Missing","Present",0,1,0
1972,10,"1972-10","Fall","Alabama","AL","School/college/university","Hepatitis A","Hepatitis",NA,NA,"Drinking water","Other","Natural/Other",NA,"Other/Unknown",50,0,0,-0.184606023516803,-0.0910801876596986,0.01070582986666,0,0,"Missing","Present",0,1,0
1972,11,"1972-11","Fall","Iowa","IA","School/college/university","Shigella sonnei","Other",NA,NA,"Drinking water","Other","Natural/Other",NA,"Other/Unknown",208,0,0,-0.184606023516803,-0.0910801876596986,0.111702175095589,0,0,"Missing","Present",0,1,0
1972,11,"1972-11","Fall","West Virginia","WV","Unknown","Unknown","Unknown",NA,NA,"Drinking water","Community","Drinking/Community Water",NA,"Other/Unknown",60,0,0,-0.184606023516803,-0.0910801876596986,0.0170980036153264,0,0,"Missing","Present",0,1,0
1972,11,"1972-11","Fall","Florida","FL","Community/municipality","Oil","Other",NA,NA,"Drinking water","Community","Drinking/Community Water",NA,"Other/Unknown",41,0,0,-0.184606023516803,-0.0910801876596986,0.00495287349286029,0,0,"Missing","Present",0,1,0
1972,12,"1972-12","Winter","Colorado","CO","Subdivision/Neighborhood","Giardia duodenalis","Other",NA,NA,"Drinking water","Community","Drinking/Community Water",NA,"Other/Unknown",12,0,0,-0.184606023516803,-0.0910801876596986,-0.0135844303782722,0,0,"Missing","Present",0,1,0
1973,2,"1973-02","Winter","Alabama","AL","Community/municipality","Hepatitis A","Hepatitis",NA,NA,"Drinking water","Community","Drinking/Community Water",NA,"Other/Unknown",50,0,0,-0.184606023516803,-0.0910801876596986,0.01070582986666,0,0,"Missing","Present",0,1,0
1973,2,"1973-02","Winter","Florida","FL","Camp/cabin","Salmonella enterica","Salmonella",NA,NA,"Drinking water","Other","Natural/Other",NA,"Other/Unknown",210,0,0,-0.184606023516803,-0.0910801876596986,0.112980609845322,0,0,"Missing","Present",0,1,0
1973,3,"1973-03","Spring","New Jersey","NJ","Office/indoor workplace","Unknown","Unknown",NA,NA,"Drinking water","Commercially-Bottled","Other",NA,"Other/Unknown",2,0,0,-0.184606023516803,-0.0910801876596986,-0.0199766041269386,0,0,"Missing","Present",0,1,0
1973,4,"1973-04","Spring","Maryland","MD","Farm/dairy/agricultural setting","Salmonella enterica","Salmonella",NA,NA,"Drinking water","Individual/Private","Drinking/Community Water",NA,"Other/Unknown",2,0,0,-0.184606023516803,-0.0910801876596986,-0.0199766041269386,0,0,"Missing","Present",0,1,0
1973,6,"1973-06","Summer","New Jersey","NJ","Camp/cabin","Unknown","Unknown",NA,NA,"Drinking water","Other","Natural/Other",NA,"Other/Unknown",22,0,0,-0.184606023516803,-0.0910801876596986,-0.00719225662960585,0,0,"Missing","Present",0,1,0
1973,6,"1973-06","Summer","Pennsylvania","PA","Hotel/motel","Unknown","Unknown",NA,NA,"Drinking water","Other","Natural/Other",NA,"Other/Unknown",38,0,0,-0.184606023516803,-0.0910801876596986,0.00303522136826038,0,0,"Missing","Present",0,1,0
1973,6,"1973-06","Summer","Pennsylvania","PA","Hotel/motel","Unknown","Unknown",NA,NA,"Drinking water","Other","Natural/Other",NA,"Other/Unknown",71,0,0,-0.184606023516803,-0.0910801876596986,0.0241293947388595,0,0,"Missing","Present",0,1,0
1973,6,"1973-06","Summer","Arizona","AZ","Private home/residence","Shigella unknown","Unknown",NA,NA,"Drinking water","Individual/Private","Drinking/Community Water",NA,"Other/Unknown",2,0,0,-0.184606023516803,-0.0910801876596986,-0.0199766041269386,0,0,"Missing","Present",0,1,0
1973,6,"1973-06","Summer","Virginia","VA","Factory/industrial facility","Legionella pneumophila","Other",NA,NA,"Other/Environmental water",NA,"Other",NA,"Other/Unknown",12,0,0,-0.184606023516803,-0.0910801876596986,-0.0135844303782722,0,0,"Missing","Present",0,1,0
1973,7,"1973-07","Summer","Oregon","OR","Unknown","Unknown","Unknown",NA,NA,"Drinking water","Other","Natural/Other",NA,"Other/Unknown",29,0,0,-0.184606023516803,-0.0910801876596986,-0.00271773500553937,0,0,"Missing","Present",0,1,0
1973,7,"1973-07","Summer","Alaska","AK","Community/municipality","Shigella unknown","Unknown",NA,NA,"Drinking water","Community","Drinking/Community Water",NA,"Other/Unknown",50,0,0,-0.184606023516803,-0.0910801876596986,0.01070582986666,0,0,"Missing","Present",0,1,0
1973,7,"1973-07","Summer","Arkansas","AR","Camp/cabin","Unknown","Unknown",NA,NA,"Drinking water","Other","Natural/Other",NA,"Other/Unknown",225,0,0,-0.184606023516803,-0.0910801876596986,0.122568870468322,0,0,"Missing","Present",0,1,0
1973,7,"1973-07","Summer","Colorado","CO","Hotel/motel","Giardia duodenalis","Other",NA,NA,"Drinking water","Other","Natural/Other",NA,"Other/Unknown",16,0,0,-0.184606023516803,-0.0910801876596986,-0.0110275608788057,0,0,"Missing","Present",0,1,0
1973,7,"1973-07","Summer","Ohio","OH","Park - Other/Unspecified","Hepatitis A","Hepatitis",NA,NA,"Drinking water","Other","Natural/Other",NA,"Other/Unknown",35,0,0,-0.184606023516803,-0.0910801876596986,0.00111756924366046,0,0,"Missing","Present",0,1,0
1973,7,"1973-07","Summer","Virginia","VA","Factory/industrial facility","Legionella pneumophila","Other",NA,NA,"Other/Environmental water",NA,"Other",NA,"Other/Unknown",10,9,0,2.12423632909612,-0.0910801876596986,-0.0148628651280055,0.9,0,"Missing","Present",0,1,0
1973,8,"1973-08","Summer","Tennessee","TN","Farm/dairy/agricultural setting","Giardia duodenalis","Other",NA,NA,"Drinking water","Individual/Private","Drinking/Community Water",NA,"Other/Unknown",5,0,0,-0.184606023516803,-0.0910801876596986,-0.0180589520023387,0,0,"Missing","Present",0,1,0
1973,8,"1973-08","Summer","New Jersey","NJ","Camp/cabin","Unknown","Unknown",NA,NA,"Drinking water","Other","Natural/Other",NA,"Other/Unknown",46,0,0,-0.184606023516803,-0.0910801876596986,0.00814896036719349,0,0,"Missing","Present",0,1,0
1973,8,"1973-08","Summer","Pennsylvania","PA","Restaurant","Unknown","Unknown",NA,NA,"Drinking water","Other","Natural/Other",NA,"Other/Unknown",24,0,0,-0.184606023516803,-0.0910801876596986,-0.00591382187987257,0,0,"Missing","Present",0,1,0
1973,8,"1973-08","Summer","Pennsylvania","PA","Fee-based facility/membership club","Shigella sonnei","Other",NA,NA,"Drinking water","Other","Natural/Other",NA,"Other/Unknown",181,0,0,-0.184606023516803,-0.0910801876596986,0.0944433059741897,0,0,"Missing","Present",0,1,0
1973,8,"1973-08","Summer","Arkansas","AR","Unknown","Unknown","Unknown",NA,NA,"Drinking water","Other","Natural/Other",NA,"Other/Unknown",42,0,0,-0.184606023516803,-0.0910801876596986,0.00559209086772693,0,0,"Missing","Present",0,1,0
1973,8,"1973-08","Summer","Connecticut","CT","Community/municipality","Unknown","Unknown",NA,NA,"Drinking water","Community","Drinking/Community Water",NA,"Other/Unknown",74,0,0,-0.184606023516803,-0.0910801876596986,0.0260470468634594,0,0,"Missing","Present",0,1,0
1973,9,"1973-09","Fall","Pennsylvania","PA","Religious facility","Unknown","Unknown",NA,NA,"Drinking water","Other","Natural/Other",NA,"Other/Unknown",153,0,0,-0.184606023516803,-0.0910801876596986,0.0765452194779239,0,0,"Missing","Present",0,1,0
1973,10,"1973-10","Fall","Florida","FL","Factory/industrial facility","Unknown","Unknown",NA,NA,"Drinking water","Community","Drinking/Community Water",NA,"Other/Unknown",194,0,0,-0.184606023516803,-0.0910801876596986,0.102753131847456,0,0,"Missing","Present",0,1,0
1973,11,"1973-11","Fall","Vermont","VT","Community/municipality","Giardia duodenalis","Other",NA,NA,"Drinking water","Community","Drinking/Community Water",NA,"Other/Unknown",32,0,0,-0.184606023516803,-0.0910801876596986,-0.000800082880939458,0,0,"Missing","Present",0,1,0
1973,12,"1973-12","Winter","Maryland","MD","Hospital","Shigella unknown","Unknown",NA,NA,"Drinking water","Other","Natural/Other",NA,"Other/Unknown",94,0,2,-0.184606023516803,4.78746863557713,0.0388313943607922,0,0.0212765957446809,"Missing","Present",0,1,0
1973,12,"1973-12","Winter","Vermont","VT","Community/municipality","Giardia duodenalis","Other",NA,NA,"Drinking water","Community","Drinking/Community Water",NA,"Other/Unknown",20,0,0,-0.184606023516803,-0.0910801876596986,-0.00847069137933913,0,0,"Missing","Present",0,1,0
1973,12,"1973-12","Winter","Pennsylvania","PA","Restaurant","Unknown","Unknown",NA,NA,"Drinking water","Other","Natural/Other",NA,"Other/Unknown",145,0,0,-0.184606023516803,-0.0910801876596986,0.0714314804789907,0,0,"Missing","Present",0,1,0
1974,1,"1974-01","Winter","Florida","FL","Community/municipality","Shigella sonnei","Other",NA,NA,"Drinking water","Community","Drinking/Community Water",NA,"Other/Unknown",1200,0,0,-0.184606023516803,-0.0910801876596986,0.745805810963295,0,0,"Missing","Present",0,1,0
1974,1,"1974-01","Winter","New Jersey","NJ","Restaurant","Unknown","Unknown",NA,NA,"Drinking water","Other","Natural/Other",NA,"Other/Unknown",57,0,0,-0.184606023516803,-0.0910801876596986,0.0151803514907265,0,0,"Missing","Present",0,1,0
1974,2,"1974-02","Winter","Oregon","OR","Unknown","Oil","Other",NA,NA,"Drinking water","Community","Drinking/Community Water",NA,"Other/Unknown",18,0,0,-0.184606023516803,-0.0910801876596986,-0.0097491261290724,0,0,"Missing","Present",0,1,0
1974,3,"1974-03","Spring","Idaho","ID","Restaurant","Unknown","Unknown",NA,NA,"Drinking water","Community","Drinking/Community Water",NA,"Other/Unknown",9,0,0,-0.184606023516803,-0.0910801876596986,-0.0155020825028722,0,0,"Missing","Present",0,1,0
1974,4,"1974-04","Spring","North Carolina","NC","School/college/university","Fluoride","Other",NA,NA,"Drinking water","Other","Natural/Other",NA,"Other/Unknown",213,0,0,-0.184606023516803,-0.0910801876596986,0.114898261969922,0,0,"Missing","Present",0,1,0
1974,6,"1974-06","Summer","New Hampshire","NH","Community/municipality","Giardia duodenalis","Other",NA,NA,"Drinking water","Community","Drinking/Community Water",NA,"Other/Unknown",78,0,0,-0.184606023516803,-0.0910801876596986,0.0286039163629259,0,0,"Missing","Present",0,1,0
1974,6,"1974-06","Summer","Washington","WA","Private home/residence","Salmonella enterica","Salmonella",NA,NA,"Drinking water","Individual/Private","Drinking/Community Water",NA,"Other/Unknown",5,0,0,-0.184606023516803,-0.0910801876596986,-0.0180589520023387,0,0,"Missing","Present",0,1,0
1974,6,"1974-06","Summer","Colorado","CO","Hotel/motel","Giardia duodenalis","Other",NA,NA,"Drinking water","Other","Natural/Other",NA,"Other/Unknown",18,0,0,-0.184606023516803,-0.0910801876596986,-0.0097491261290724,0,0,"Missing","Present",0,1,0
1974,7,"1974-07","Summer","Pennsylvania","PA","Restaurant","Unknown","Unknown",NA,NA,"Drinking water","Other","Natural/Other",NA,"Other/Unknown",72,0,0,-0.184606023516803,-0.0910801876596986,0.0247686121137261,0,0,"Missing","Present",0,1,0
1974,7,"1974-07","Summer","Alaska","AK","Mobile home/trailer park","Salmonella unknown","Salmonella",NA,NA,"Drinking water","Community","Drinking/Community Water",NA,"Other/Unknown",34,0,0,-0.184606023516803,-0.0910801876596986,0.00047835186879382,0,0,"Missing","Present",0,1,0
1974,7,"1974-07","Summer","Wisconsin","WI","Farm/dairy/agricultural setting","Phenol","Other",NA,NA,"Drinking water","Individual/Private","Drinking/Community Water",NA,"Other/Unknown",17,0,0,-0.184606023516803,-0.0910801876596986,-0.010388343503939,0,0,"Missing","Present",0,1,0
1974,7,"1974-07","Summer","Ohio","OH","Park - State Park","Shigella unknown","Unknown",NA,NA,"Drinking water","Other","Natural/Other",NA,"Other/Unknown",6,0,0,-0.184606023516803,-0.0910801876596986,-0.0174197346274721,0,0,"Missing","Present",0,1,0
1974,8,"1974-08","Summer","Colorado","CO","Resort","Unknown","Unknown",NA,NA,"Drinking water","Other","Natural/Other",NA,"Other/Unknown",85,0,0,-0.184606023516803,-0.0910801876596986,0.0330784379869924,0,0,"Missing","Present",0,1,0
1974,8,"1974-08","Summer","Oregon","OR","Unknown","Unknown","Unknown",NA,NA,"Drinking water","Community","Drinking/Community Water",NA,"Other/Unknown",19,0,0,-0.184606023516803,-0.0910801876596986,-0.00910990875420576,0,0,"Missing","Present",0,1,0
1974,8,"1974-08","Summer","Oregon","OR","Community/municipality","Unknown","Unknown",NA,NA,"Drinking water","Community","Drinking/Community Water",NA,"Other/Unknown",400,0,0,-0.184606023516803,-0.0910801876596986,0.234431911069984,0,0,"Missing","Present",0,1,0
1974,8,"1974-08","Summer","Pennsylvania","PA","Camp/cabin","Shigella sonnei","Other",NA,NA,"Drinking water","Other","Natural/Other",NA,"Other/Unknown",600,0,0,-0.184606023516803,-0.0910801876596986,0.362275386043311,0,0,"Missing","Present",0,1,0
1974,8,"1974-08","Summer","New Hampshire","NH","Backcountry/wilderness area","Unknown","Unknown",NA,NA,"Other/Environmental water",NA,"Other",NA,"Other/Unknown",7,0,0,-0.184606023516803,-0.0910801876596986,-0.0167805172526054,0,0,"Missing","Present",0,1,0
1974,9,"1974-09","Fall","California","CA","Unknown","Unknown","Unknown",NA,NA,"Other/Environmental water",NA,"Other",NA,"Other/Unknown",18,0,0,-0.184606023516803,-0.0910801876596986,-0.0097491261290724,0,0,"Missing","Present",0,1,0
1974,9,"1974-09","Fall","Utah","UT","Backcountry/wilderness area","Giardia duodenalis","Other",NA,NA,"Other/Environmental water",NA,"Other",NA,"Other/Unknown",34,0,0,-0.184606023516803,-0.0910801876596986,0.00047835186879382,0,0,"Missing","Present",0,1,0
1974,9,"1974-09","Fall","Pennsylvania","PA","Hotel/motel","Legionella pneumophila","Other",NA,NA,"Undetermined water",NA,"Other",NA,"Other/Unknown",11,0,0,-0.184606023516803,-0.0910801876596986,-0.0142236477531389,0,0,"Missing","Present",0,1,0
1974,9,"1974-09","Fall","New York","NY","Office/indoor workplace","Chromium","Other",NA,NA,"Drinking water","Community","Drinking/Community Water",NA,"Other/Unknown",20,0,0,-0.184606023516803,-0.0910801876596986,-0.00847069137933913,0,0,"Missing","Present",0,1,0
1974,10,"1974-10","Fall","Pennsylvania","PA","Restaurant","Unknown","Unknown",NA,NA,"Drinking water","Other","Natural/Other",NA,"Other/Unknown",18,0,0,-0.184606023516803,-0.0910801876596986,-0.0097491261290724,0,0,"Missing","Present",0,1,0
1974,11,"1974-11","Fall","New York","NY","Community/municipality","Giardia duodenalis","Other",NA,NA,"Drinking water","Community","Drinking/Community Water",NA,"Other/Unknown",4800,0,0,-0.184606023516803,-0.0910801876596986,3.04698836048319,0,0,"Missing","Present",0,1,0
1974,12,"1974-12","Winter","Montana","MT","Resort","Unknown","Unknown",NA,NA,"Drinking water","Other","Natural/Other",NA,"Other/Unknown",615,0,0,-0.184606023516803,-0.0910801876596986,0.371863646666311,0,0,"Missing","Present",0,1,0
1975,1,"1975-01","Winter","New Jersey","NJ","Restaurant","Unknown","Unknown",NA,NA,"Drinking water","Other","Natural/Other",NA,"Other/Unknown",390,0,0,-0.184606023516803,-0.0910801876596986,0.228039737321317,0,0,"Missing","Present",0,1,0
1975,2,"1975-02","Winter","Massachusetts","MA","Outdoor Area","Hepatitis A","Hepatitis",NA,NA,"Other/Environmental water",NA,"Other",NA,"Other/Unknown",17,0,0,-0.184606023516803,-0.0910801876596986,-0.010388343503939,0,0,"Missing","Present",0,1,0
1975,3,"1975-03","Spring","Puerto Rico",NA,"Community/municipality","Unknown","Unknown",NA,NA,"Drinking water","Community","Drinking/Community Water",NA,"Other/Unknown",550,0,0,-0.184606023516803,-0.0910801876596986,0.33031451729998,0,0,"Missing","Present",0,1,0
